duration	avePktSize	stdPktSize	aveIAT	tcpPSeqCnt	tcpAveWinSz	tcpRTTAckTripAve
0.000004631	44	44	4.631e-06	0	0	0.05508384
0.004320387	96	78	0.004320387	0	0	0
0.000003166	40	40	3.166e-06	0	0	0.1063894
0.053238293	147	131	0.05323829	0	0	0
0.000003194	32	32	3.194e-06	0	0	0.05741827
0.001570375	103	75.5	0.001570375	0	0	0
0.000004676	48	48	4.676e-06	0	0	0.06191578
0.004131965	208	180.5	0.004131965	0	0	0
0.000003572	42	42	3.572e-06	0	0	0.2165473
0.213768829	123	114.5	0.2137688	0	0	0
0.002939621	47	47	0.002939621	0	0	0.00291128
0.000620424	75	69	0.000620424	0	0	2.8336e-05
0.000009859	36	36	9.859e-06	0	0	0.00074608
0.000082771	90	84	8.2771e-05	0	0	0
0.000000000	36	36	0	0	0	0.000766608
0.000000000	78	78	0	0	0	0
0.000006063	38	38	6.063e-06	0	0	0.000612048
0.000127419	66	60	0.000127419	0	0	0
0.000000000	38	38	0	0	0	0.000466832
0.000000000	54	54	0	0	0	0
0.000009655	35	35	9.655e-06	0	0	0.1106018
0.055805465	156	148	0.05580546	0	0	0
0.000000000	43	43	0	0	0	0.000543968
0.000000000	59	59	0	0	0	0
0.000015757	35	35	1.5757e-05	0	0	0.00089824
0.000059868	63	57	5.9868e-05	0	0	0
0.000006215	42	42	6.215e-06	0	0	0.1053414
0.104828358	70	64	0.1048284	0	0	0
0.000009311	45	45	9.311e-06	0	0	0.05131368
0.050756397	73	67	0.05075639	0	0	0
0.000000000	45	45	0	0	0	0.000655136
0.000000000	61	61	0	0	0	0
0.000000000	50	50	0	0	0	0
0.000000000	201	201	0	0	0	0
0.000000000	50	50	0	0	0	0
0.000000000	50	50	0	0	0	0
0.025039430	26.66667	7.698003	0.008346477	0	0	0
0.000000000	26	26	0	0	0	0
0.000000000	0	26	0	0_0	0	0
0.002410079	15.83333	0	0.0004851591	0	0	0
0.003264703	51	15.83333	0.0008161758	0	0	0
12.267901210	8	0	2.044651	0	0	0
0.048098942	39	15.75	0.04776774	3413021422	501	0.04774656
0.000078073	0	0	7.8029e-05	3444453239	1039	2.12e-05
0.000008190	33	33	8.19e-06	0	0	0.000677176
0.000058996	61	55	5.8996e-05	0	0	0
0.000007879	43	43	7.879e-06	0	0	0.00063044
0.000063840	71	65	6.384e-05	0	0	0
0.578951080	673	72.5	0.3126294	2669948130	64240	0.3126195
0.531020235	1412	476.6	0.312705	2462113466	65535	0.02262227
0.000008077	37	37	8.077e-06	0	0	0.05881438
0.003500917	219	213	0.003500917	0	0	0
3.004795905	173	173	1.002174	0	0	0
0.000015899	33	33	1.5899e-05	0	0	0.1017907
0.051881380	89	69	0.05188138	0	0	0
0.000008136	39	39	8.136e-06	0	0	0.1136143
0.008623809	295	197	0.008623809	0	0	0
0.000000000	37	0	0	0	0	0
0.000007736	31	31	7.736e-06	0	0	0.1059065
0.007723490	59	53	0.00772349	0	0	0
0.000007602	45	45	7.602e-06	0	0	0.174313
0.068284507	102	96	0.0682845	0	0	0
0.000008951	46	46	8.951e-06	0	0	0.000751616
0.000066286	106	84	6.6286e-05	0	0	0
0.000006562	43	43	6.562e-06	0	0	0.000994816
0.000438750	100	79.5	0.00043875	0	0	0
0.000001125	32	32	1.125e-06	0	0	0.00072464
0.000000346	113	104.5	3.46e-07	0	0	0
0.000004694	36	36	4.694e-06	0	0	0.1054601
0.054508104	105	97	0.0545081	0	0	0
0.000781380	40	40	0.00078138	0	0	0.000753376
0.000601427	137	122.5	0.000601427	0	0	2.8e-05
0.000000000	38	38	0	0	0	0.000731104
0.000000000	96	96	0	0	0	0
0.000000000	38	38	0	0	0	0.06244755
0.000000000	310	310	0	0	0	0
0.000003596	31	31	3.596e-06	0	0	0.001122176
0.000463722	155	122	0.000463722	0	0	0
0.000004211	32	32	4.211e-06	0	0	0.05613843
0.005036870	131	99	0.00503687	0	0	0
0.000000000	36	36	0	0	0	0.000929632
0.000000000	164	164	0	0	0	0
0.014225811	26.66667	7.698003	0.004741937	0	0	0
0.000000000	26	26	0	0	0	0
0.000000000	0	26	0	0_0	0	0
0.008465217	51	14.85298	0.002116304	0	0	0
0.008260429	14.85298	0	0.001901047	0	0	0
22.003542213	9.6	2.862167	4.400709	0	0	0
0.000010225	38	38	1.0225e-05	0	0	0.1080357
0.053641355	99	91	0.05364136	0	0	0
0.000014019	35	35	1.4019e-05	0	0	0.05442048
0.002247973	98	92	0.002247973	0	0	0
0.000014590	41	41	1.459e-05	0	0	0.05579063
0.006267061	106	81.5	0.006267061	0	0	0
0.000013162	33	33	1.3162e-05	0	0	0.06365485
0.006957140	156	144	0.00695714	0	0	0
20.504167917	1357	1357	9.679104	0	0	0
3.002406681	173	173	1.001223	0	0	0
0.000022821	38	38	2.2821e-05	0	0	0.1065917
0.105982554	66	60	0.1059825	0	0	0
19.551192259	1357	1357	9.846541	0	0	0
0.000000000	26	26	0	0	0	0
0.000000000	0	26	0	0_0	0	0
0.001634820	51	14.85298	0.000408705	0	0	0
0.001486013	14.85298	0	0.0002518021	0	0	0
0.000010314	82	82	1.0314e-05	0	0	0.1681045
0.063525624	153	147	0.06352562	0	0	0
0.062834435	20	0	0.02094481	0	0	0
0.000008105	47	47	8.105e-06	0	0	0.00074784
0.000000227	75	69	2.27e-07	0	0	0
0.506764946	677	62.42857	0.1898794	3955527355	64240	0.103125
0.453550539	1412	453.7273	0.2423259	3488835570	65535	0.1910948
0.000000000	201	201	0	0	0	0
0.000001145	47	47	1.145e-06	0	0	0.000973264
0.000270229	271	191	0.000270229	0	0	0
0.000009714	35	35	9.714e-06	0	0	0.000970592
0.000130904	63	57	0.000130904	0	0	0
0.000007350	34	34	7.35e-06	0	0	0.0587096
0.000948440	91	85	0.00094844	0	0	0
0.000007520	32	32	7.52e-06	0	0	0.000890224
0.000075975	113	104.5	7.5975e-05	0	0	0
0.001212889	40	40	0.001212889	0	0	0.001158432
0.000626043	137	122.5	0.000626043	0	0	5.4448e-05
0.000007248	40	40	7.248e-06	0	0	0.000747856
0.000099268	122	89	9.9268e-05	0	0	0
21.511776742	1357	1357	9.600275	0	0	0
22.716040236	1357	1357	9.600292	0	0	0
0.000008026	82	82	8.026e-06	0	0	0.169199
0.063691028	153	147	0.06369101	0	0	0
0.000011073	38	38	1.1073e-05	0	0	0.001200736
0.000632377	98	92	0.000632377	0	0	0
0.000005478	38	38	5.478e-06	0	0	0.06010034
0.006333324	310	293	0.006333324	0	0	0
0.000004297	40	40	4.297e-06	0	0	0.001248464
0.000127592	122	89	0.000127592	0	0	0
0.000004276	36	36	4.276e-06	0	0	0.001109696
0.000306355	164	143.5	0.000306355	0	0	0
0.000007029	82	82	7.029e-06	0	0	0.1745568
0.069326037	153	147	0.06932604	0	0	0
0.000000000	0	0	0	0	0	0
0.000000000	37	0	0	0	0	0
19.053893731	1357	1357	9.666471	0	0	0
3.002178441	173	173	1.001124	0	0	0
20.219040681	1357	1357	9.608086	0	0	0
24.359360987	1357	1357	9.599748	0	0	0
24.347732640	1357	1357	9.599786	0	0	0
0.000007656	47	47	7.656e-06	0	0	0.000921664
0.000108741	271	191	0.000108741	0	0	0
29.998097943	1357	1357	9.599826	0	0	0
0.000000000	201	201	0	0	0	0
0.000000000	0	0	0	0	0	0
0.000000000	45	0	0	0	0	0
0.000007415	82	82	7.415e-06	0	0	0.1010024
0.001772179	153	147	0.001772179	0	0	0
16.504653455	0	0	1.580088	0	0	0
19.098499806	1357	1357	9.717918	0	0	0
0.000000000	26	26	0	0	0	0
0.000000000	0	26	0	0_0	0	0
29.998917534	1357	1357	9.631349	0	0	0
29.998447610	1357	1357	9.603021	0	0	0
0.000000000	0	0	0	0	0	0
29.996224079	1357	0	3.332914	0	0	0
21.531578776	1357	1357	9.601322	0	0	0
52.999659590	0	0	18.73821	0	0	0
60.016834443	0	0	10.00934	0	0	0
0.109791136	498	460.1	0.1057467	0	0	0
26.821873023	1357	1357	9.681311	0	0	0
0.000000000	37	0	0	0	0	0
0.000006244	43	43	6.244e-06	0	0	0.1664802
0.165926865	71	65	0.1659269	0	0	0
0.000010368	34	34	1.0368e-05	0	0	0.000940384
0.000214653	342	262	0.000214653	0	0	0
0.000009353	38	38	9.353e-06	0	0	0.2318621
0.180828875	178	146	0.1808289	0	0	0
30.089091627	0	1422	0	0x00000000_0x00000000	1458	7.9279e-05
30.088597170	0	920	0	0x00000000_0x00000000	920	1.8904e-05
0.000010596	42	42	1.0596e-05	0	0	0.000577232
0.000068914	70	64	6.8914e-05	0	0	0
0.000008233	45	45	8.233e-06	0	0	0.000676048
0.000074105	73	67	7.4105e-05	0	0	0
0.000023975	28	28	2.3975e-05	0	0	0.05271306
0.052008642	163	140	0.05200864	0	0	0
0.000013096	36	36	1.3096e-05	0	0	4.803191
4.802579343	164	143.5	4.802579	0	0	0
43.041274614	38	34.66667	43.04127	0	0	0.05011533
43.090831118	117	101.3333	43.04119	0	0	43.04071
0.000010330	38	38	1.033e-05	0	0	0.05699258
0.056450553	98	92	0.05645055	0	0	0
0.050349162	38	38	0.05034916	0	0	0.05069984
0.050814866	195	171	0.05081486	0	0	0.000115008
19.581696681	1357	1357	9.614513	0	0	0
0.000008127	48	48	8.127e-06	0	0	0.000610816
0.000086955	76	70	8.6955e-05	0	0	0
0.000010745	82	82	1.0745e-05	0	0	0.106553
0.003122216	153	147	0.003122216	0	0	0
0.000008177	32	32	8.177e-06	0	0	0.0005952
0.000061393	60	54	6.1393e-05	0	0	0
0.000007814	36	36	7.814e-06	0	0	0.06433415
0.006227004	292	268	0.006227004	0	0	0
0.000007292	38	38	7.292e-06	0	0	0.05560179
0.000135709	304	200	0.000135709	0	0	0
0.000007641	32	32	7.641e-06	0	0	0.05490131
0.000944033	131	99	0.000944033	0	0	0
0.000003802	31	31	3.802e-06	0	0	0.05549946
0.054574102	155	122	0.0545741	0	0	0
0.000011172	32	32	1.1172e-05	0	0	0.000569024
0.000066443	60	54	6.6443e-05	0	0	0
0.000010110	47	47	1.011e-05	0	0	0.000651264
0.000049414	75	69	4.9414e-05	0	0	0
0.000010486	34	34	1.0486e-05	0	0	0.000649432
0.000081815	91	85	8.1815e-05	0	0	0
0.000010591	36	36	1.0591e-05	0	0	0.000640904
0.000067949	101	100.5	6.7949e-05	0	0	0
0.000010363	34	34	1.0363e-05	0	0	0.000721216
0.000076928	99	98.5	7.6928e-05	0	0	0
0.000008969	45	45	8.969e-06	0	0	0.000647328
0.000052098	73	67	5.2098e-05	0	0	0
0.000069980	45	45	6.998e-05	0	0	0.000773312
0.000262567	73	67	0.000262567	0	0	0
0.000007508	32	32	7.508e-06	0	0	0.000722752
0.000092983	113	104.5	9.2983e-05	0	0	0
0.000007357	40	40	7.357e-06	0	0	0.05834528
0.007748971	108	92	0.007748971	0	0	0
0.000011469	50	50	1.1469e-05	0	0	0.05632794
0.002515978	193	181	0.002515978	0	0	0
0.000670586	45	45	0.000670586	0	0	0.1112877
0.111322605	82	74	0.1113226	0	0	3.4912e-05
0.000009425	63	63	9.425e-06	0	0	0.05870387
0.005260610	159	149.5	0.00526061	0	0	0
0.000023816	38	38	2.3816e-05	0	0	0.05036518
0.049771181	66	60	0.04977118	0	0	0
0.000015763	42	42	1.5763e-05	0	0	0.1688791
0.003710543	176	152	0.003710543	0	0	0
0.000001424	38	38	1.424e-06	0	0	0.001328736
0.000149395	195	171	0.000149395	0	0	0
0.000023979	39	39	2.3979e-05	0	0	0.001214496
0.000554969	67	61	0.000554969	0	0	0
0.000005075	28	28	5.075e-06	0	0	0.05814707
0.007696648	113	105	0.007696648	0	0	0
0.000006303	35	35	6.303e-06	0	0	0.001347168
0.000383206	63	57	0.000383206	0	0	0
0.000006477	28	28	6.477e-06	0	0	0.0012384
0.000013752	163	140	1.3752e-05	0	0	0
0.000008536	36	36	8.536e-06	0	0	0.001481504
0.000095027	90	84	9.5027e-05	0	0	0
0.000004649	43	43	4.649e-06	0	0	0.001484096
0.000077823	71	65	7.7823e-05	0	0	0
0.000007799	28	28	7.799e-06	0	0	0.000773056
0.000090797	158	135.5	9.0797e-05	0	0	0
0.000010755	33	33	1.0755e-05	0	0	0.05312557
0.000364373	145	121	0.000364373	0	0	0
0.000007811	37	37	7.811e-06	0	0	0.0609545
0.006632471	343	263	0.006632471	0	0	0
0.000000000	33	33	0	0	0	0.000624576
0.000000000	117	117	0	0	0	0
0.000000000	201	201	0	0	0	0
0.000007695	34	34	7.695e-06	0	0	4.192357
4.138130035	337	257	4.13813	0	0	0
0.000010097	43	43	1.0097e-05	0	0	0.000567936
0.000092051	71	65	9.2051e-05	0	0	0
0.000012882	34	34	1.2882e-05	0	0	0.05903866
0.003423639	342	262	0.003423639	0	0	0
0.000568883	49	49	0.000568883	0	0	0.000534592
0.000486547	77	71	0.000486547	0	0	3.4304e-05
0.000007854	39	39	7.854e-06	0	0	0.000571392
0.000094846	67	61	9.4846e-05	0	0	0
0.000008865	38	38	8.865e-06	0	0	0.1162947
0.016524094	310	262	0.01652409	0	0	0
0.000008104	82	82	8.104e-06	0	0	0.1109972
0.000935010	153	147	0.00093501	0	0	0
0.000011326	33	33	1.1326e-05	0	0	0.000766848
0.000000291	61	55	2.91e-07	0	0	0
0.000010871	41	41	1.0871e-05	0	0	0.00069704
0.000105062	198	174	0.000105062	0	0	0
0.000007966	29	29	7.966e-06	0	0	0.000693792
0.000082128	162	139	8.2128e-05	0	0	0
0.000006361	35	35	6.361e-06	0	0	0.000622496
0.000075799	63	57	7.5799e-05	0	0	0
0.000013301	35	35	1.3301e-05	0	0	0.05504675
0.000125334	198	174	0.000125334	0	0	0
0.000000000	0	0	0	0	0	0
0.000000000	39	0	0	0	0	0
0.000000000	0	0	0	0	0	0
0.000007907	36	36	7.907e-06	0	0	0.05038848
0.049795477	95	89.5	0.04979547	0	0	0
0.000009912	35	35	9.912e-06	0	0	0.000622016
0.000103461	119	101	0.000103461	0	0	0
0.000008463	36	36	8.463e-06	0	0	0.000631744
0.000077106	120	102	7.7106e-05	0	0	0
0.009471274	26.66667	7.698003	0.003157091	0	0	0
0.000000000	26	26	0	0	0	0
0.000000000	0	26	0	0_0	0	0
0.005487127	15.83333	0	0.001170135	0	0	0
0.006133763	51	15.83333	0.001533441	0	0	0
73.662254254	8	0	12.27704	0	0	0
0.000010484	47	47	1.0484e-05	0	0	0.06341007
0.007108283	271	191	0.007108283	0	0	0
0.000008075	28	28	8.075e-06	0	0	0.05887638
0.058239469	158	135.5	0.05823947	0	0	0
0.000000000	201	201	0	0	0	0
63.006428671	0	0	9.839363	0	0	0
63.006455487	118	0	9.000922	0	0	0
0.000010176	31	31	1.0176e-05	0	0	0.1002936
0.050525612	166	143	0.05052561	0	0	0
0.000010756	31	31	1.0756e-05	0	0	0.0553543
0.054741988	116	92	0.05474199	0	0	0
0.000004362	29	29	4.362e-06	0	0	0.05428493
0.053699654	89	83	0.05369966	0	0	0
0.000007747	45	45	7.747e-06	0	0	0.00061728
0.000051153	73	67	5.1153e-05	0	0	0
0.000000000	45	45	0	0	0	0.000565312
0.000000000	61	61	0	0	0	0
0.000010362	38	38	1.0362e-05	0	0	0.000798912
0.000069006	98	76	6.9006e-05	0	0	0
0.000015154	35	35	1.5154e-05	0	0	0.000822208
0.000170498	199	177.5	0.000170498	0	0	0
0.000016172	37	37	1.6172e-05	0	0	0.1076176
0.050953072	153	137	0.05095307	0	0	0
58.798555569	661	97.53333	58.45725	620622554	64240	0.09885287
58.711331563	1521	380.7059	58.45228	2503831596	65535	58.40996
59.896073635	1412	251.4074	58.87639	925163748	64240	0.4067591
59.751327004	2824	933.1724	58.87601	1681577861	65535	58.77632
0.000011230	34	34	1.123e-05	0	0	0.05842627
0.002943924	140	128	0.002943924	0	0	0
0.616643883	1412	262.6786	0.1078747	1251059512	64240	0.1078541
0.615874975	1521	488.2778	0.06614172	2112770359	65535	0.02715041
1.006695343	192.5	397.7253	0.05592752	17	64105	0.08448853
0.857897511	519.2	516.1302	0.05719317	13	32255.08	0.01373322
58.474404896	1412	161.4211	58.09019	92582942	64240	0.100243
58.431747623	1521	248.3478	58.16821	1534450343	65535	58.12625
58.521570631	1412	186.2667	58.12329	3314875046	64240	0.1109016
58.431732518	1521	321.9445	58.12286	3640331279	65535	58.07619
3.004003017	172	172	1.001345	0	0	0
0.000000000	26	26	0	0	0	0
0.000000000	0	26	0	0_0	0	0
0.003883423	51	14.85298	0.0009708558	0	0	0
0.003406170	14.85298	0	0.000680302	0	0	0
0.000010386	39	39	1.0386e-05	0	0	0.05042602
0.000937445	98	92	0.000937445	0	0	0
0.000010127	43	43	1.0127e-05	0	0	0.000588896
0.000090489	71	65	9.0489e-05	0	0	0
0.000009426	35	35	9.426e-06	0	0	0.00062212
0.000112250	94	88	0.00011225	0	0	0
0.025844520	137	137	0.02584452	0	0	0
0.000009150	35	35	9.15e-06	0	0	0.04990919
0.049203204	97	91	0.04920321	0	0	0
0.000041214	39	39	4.1214e-05	0	0	0.05067072
0.050159964	86	78	0.05015996	0	0	0
0.000008616	38	38	8.616e-06	0	0	0.001037504
0.000487961	94	82	0.000487961	0	0	0
1.021902781	21.66667	4.971135	0.08515856	0	0	0
80.108748012	9.142858	2.643361	5.722054	0	0	0
0.000010360	42	42	1.036e-05	0	0	0.1698132
0.005117469	108	102	0.005117469	0	0	0
0.000007982	35	35	7.982e-06	0	0	0.000794176
0.000000209	94	88	2.09e-07	0	0	0
0.290625133	103.1818	165.2624	0.02642047	10	63238.82	0.03710783
0.289994872	746.6667	760.8099	0.02416624	9	73566	0.008036932
80.679498409	4	4	79.13892	0	0	0
58.956641397	120.2	239.9178	5.895664	9	64137.89	0.01762456
58.896972340	54.44444	66.86913	6.544108	9	68430.85	5.885016
58.937661727	80.72727	155.6683	5.357969	10	64023.92	0.03905735
58.842002419	391.1818	545.4029	5.349273	11	145141.9	5.336528
58.997429657	0	1039	0	0x00000000_0x00000000	1039	1.0432e-05
58.896328879	0	1460	0	0x00000000_0x00000000	1460	2.816e-06
63.041761638	663	102.6333	58.3246	982602421	64240	0.2580687
62.800884638	2824	185.3125	58.4923	3851144233	65535	58.25141
59.209344536	98.78571	221.2917	4.229239	11	64133.01	0.05770877
59.156600768	70.66666	118.3269	4.929717	11	71480.81	4.195202
77.295668279	82	60	77.29565	0	0	0.1727496
77.193173177	153	133.75	77.12354	0	0	77.12291
0.000000000	20	0	0	0	0	0
81.998966217	8	0	16.39979	0	0	0
0.000000000	201	201	0	0	0	0
0.000000000	4	0	4	0x80_0x00100000	0	0.000000000
59.471559016	22.25	81.11217	0.8745817	67	133541.7	0.007682523
59.435623712	1477.656	763.0295	0.6191211	82	150016	0.8694651
59.488163587	51.13334	121.5476	1.982939	29	63734.78	0.04024492
59.435830856	1026.464	1057.501	2.122708	25	69416.27	1.976193
58.939993806	671	94.61539	58.38563	2548380018	64240	0.0918432
58.851458431	2720	450.3	58.39105	571329054	65535	58.30342
0.000000000	20	0	0	0	0	0
0.000000000	8	0	0	0	0	0
82.725076115	8	0	16.54502	0	0	0
0.000000000	8	0	0	0	0	0
0.000000000	37	0	0	0	0	0
0.000000000	8	0	0	0	0	0
0.000000000	8	0	0	0	0	0
0.000000000	8	0	0	0	0	0
0.000000000	8	0	0	0	0	0
0.000000000	8	0	0	0	0	0
0.000000000	8	0	0	0	0	0
19.100896056	1357	1357	9.646348	0	0	0
0.000000949	45	45	9.49e-07	0	0	0.000832952
0.000304638	73	67	0.000304638	0	0	0
0.000014522	35	35	1.4522e-05	0	0	0.00088916
0.000061131	119	101	6.1131e-05	0	0	0
0.000006162	47	47	6.162e-06	0	0	0.000765664
0.000075470	75	69	7.547e-05	0	0	0
0.000000000	38	38	0	0	0	0.000743536
0.000000000	310	310	0	0	0	0
0.000005632	31	31	5.632e-06	0	0	0.000593336
0.000000199	155	122	1.99e-07	0	0	0
0.000000000	8	0	0	0	0	0
16.503356147	0	0	1.453407	0	0	0
0.000000000	8	0	0	0	0	0
0.000000000	8	0	0	0	0	0
0.000000000	8	0	0	0	0	0
0.000000000	8	0	0	0	0	0
85.511043284	9.333333	2.668888	14.25184	0	0	0
0.000009680	31	31	9.68e-06	0	0	0.1818196
0.002985886	113	104	0.002985886	0	0	0
85.406688211	8	0	12.20096	0	0	0
0.000000000	8	0	0	0	0	0
0.000000000	8	0	0	0	0	0
3.003997453	173	173	1.001867	0	0	0
0.000000000	8	0	0	0	0	0
0.000000000	8	0	0	0	0	0
61.447369355	367	53.77778	58.90777	3216882152	501	0.1944882
61.351106075	638	87.33334	58.90742	1627139975	1040	58.8552
82.588485208	78.64	174.8498	3.303539	24	63912.11	0.01587928
82.533583686	561.087	743.2116	3.588417	20	70647.99	3.340775
86.465860902	8	0	12.35227	0	0	0
0.000009089	34	34	9.089e-06	0	0	0.1858446
0.006627271	116	107	0.006627271	0	0	0
0.000009604	31	31	9.604e-06	0	0	0.000766592
0.000097668	113	104	9.7668e-05	0	0	0
0.286184121	95.33334	160.5409	0.02384868	11	64076.15	0.05531349
0.290116503	705.9	808.6579	0.02901165	10	68287.82	0.004607536
0.000010948	82	82	1.0948e-05	0	0	0.1971386
0.068225157	153	147	0.06822516	0	0	0
0.000008464	31	31	8.464e-06	0	0	0.000738624
0.000069284	113	104	6.9284e-05	0	0	0
0.000000000	8	0	0	0	0	0
0.000000000	8	0	0	0	0	0
86.870690902	8	0	12.4101	0	0	0
0.000000000	8	0	0	0	0	0
11.101375912	1460	359.2758	9.451574	2390209730	64240	0.1636947
11.067070356	2778	425.1795	9.486262	2173643918	64240	9.452123
0.000000000	8	0	0	0	0	0
0.788767730	0	664	0	0x00000000_0x00000000	664	1.5872e-05
0.711950165	0	1440	0	0x00000000_0x00000000	1440	7.168e-06
87.424015568	8	0	12.48915	0	0	0
0.000000000	8	0	0	0	0	0
0.000000000	8	0	0	0	0	0
87.894048156	9.333333	2.721656	14.64901	0	0	0
87.916828879	9.333333	2.721656	14.65281	0	0	0
2.531861996	11.39812	61.83392	0.007936871	317	1414324	0.004002443
2.455683708	1531.491	458.7574	0.003579716	559	75263.99	0.003696925
87.886151689	8	0	12.55516	0	0	0
87.904412650	8	0	12.55777	0	0	0
0.000000000	8	0	0	0	0	0
1.258330142	77.09091	163.4314	0.1143936	9	64044.78	0.0677038
0.299023890	694	873.5239	0.03322488	9	66983.4	0.001384719
59.043133075	677	69.46154	58.54419	31520272	64240	0.1047684
58.947069497	1521	457.1818	58.53933	3196178375	65535	58.48697
88.483456461	9.333333	2.668888	14.74724	0	0	0
78.985060311	1243	27.68571	35.35976	3615550587	64240	0.1069995
78.989162314	2824	1145.498	35.35527	2965203725	65535	35.30304
88.385762003	8	0	12.62654	0	0	0
88.406085342	9	2.45001	11.05076	0	0	0
89.010942169	9.333333	2.668888	14.83516	0	0	0
0.000000000	8	0	0	0	0	0
89.474563843	8	0	12.78208	0	0	0
0.000000000	8	0	0	0	0	0
89.486808346	8	0	14.91447	0	0	0
89.845264971	8	0	12.83504	0	0	0
0.000000000	8	0	0	0	0	0
90.469179312	9.333333	2.721656	15.0782	0	0	0
90.520566192	8	0	12.93151	0	0	0
86.420570085	1243	52.10526	58.10571	35032924	64240	0.1382213
86.331357653	2824	986.717	58.10531	877098167	65535	58.05786
59.249208360	81.45454	157.5691	5.386292	10	64030.37	0.0390235
59.160647869	358.5454	507.7406	5.378241	11	145141.9	5.365076
59.245538463	670	68.92308	58.71242	1900248735	64240	0.05222419
59.157293624	2048	519.7	58.70826	3256409397	65535	58.66019
59.196884914	63.57143	141.9728	4.228349	13	64100.49	0.03732404
59.104505760	348.0909	464.1361	5.373137	11	67028.59	4.210574
59.253898375	85.27273	155.3413	5.386718	10	64065.16	0.04965038
59.161675068	361.1667	499.606	4.93014	9	145836.2	5.351612
90.468649845	8	0	12.92409	0	0	0
90.421439283	8	0	12.91735	0	0	0
0.000000000	8	0	0	0	0	0
0.012590917	26.66667	7.698003	0.004196973	0	0	0
0.000000000	26	26	0	0	0	0
0.000000000	0	26	0	0_0	0	0
0.005651390	51	14.85298	0.001412847	0	0	0
0.005567693	14.85298	0	0.00108652	0	0	0
90.776971340	8	0	8.252452	0	0	0
0.000000000	8	0	0	0	0	0
7.994493470	8	0	2.664831	0	0	0
0.000000000	8	0	0	0	0	0
0.000000000	8	0	0	0	0	0
90.885425472	8	0	12.98363	0	0	0
90.904353515	8	0	12.98633	0	0	0
0.000000000	8	0	0	0	0	0
91.498216767	8.666667	2.0239	7.624851	0	0	0
91.406201559	8	0	13.05803	0	0	0
91.422999563	8	0	13.06043	0	0	0
91.970234907	8	0	13.13861	0	0	0
91.984159345	8	0	13.1406	0	0	0
92.003727763	8	0	13.14339	0	0	0
0.000000000	0	0	0	0	0	0
20.931896534	1357	1357	9.782649	0	0	0
0.000000000	8	0	0	0	0	0
0.000000000	0	0	0	0	0	0
0.000000000	322	0	0	0	0	0
1.007542431	0	0	0.3452489	0	0	0
0.000000000	8	0	0	0	0	0
0.000000000	137	137	0	0	0	0
2.271366048	68	68	0.7585026	0	0	0
3.002968306	172	172	1.001311	0	0	0
47.137003522	21	4.220718	2.35685	0	0	0
47.127994122	16.57391	0	11.6562	0	0	0
47.128335739	51	16.57391	4.712833	0	0	0
95.972691260	8.363636	1.619498	4.362394	0	0	0
21.525484550	1357	1357	9.745117	0	0	0
56.494630383	0	0	4.75892	0	0	0
6.016218451	137	137	3.013345	0	0	0
0.000001365	47	47	1.365e-06	0	0	0.001082768
0.000313298	271	191	0.000313298	0	0	0
0.000012356	35	35	1.2356e-05	0	0	0.000766192
0.000224557	63	57	0.000224557	0	0	0
0.000006659	40	40	6.659e-06	0	0	0.001027088
0.000055131	122	89	5.5131e-05	0	0	0
97.351096357	1247	126.4242	28.18621	1157130453	64240	0.1153863
97.350740894	768	33.52143	28.18654	492562122	65535	28.13439
0.000010259	42	42	1.0259e-05	0	0	0.000688768
0.000056059	99	78.5	5.6059e-05	0	0	0
0.000000000	42	42	0	0	0	0.000628416
0.000000000	58	58	0	0	0	0
21.696897454	1357	0	1.972445	0	0	0
0.000009574	82	82	9.574e-06	0	0	0.1678392
0.063091025	153	147	0.06309101	0	0	0
0.286201029	1242	252.1429	0.08179013	990256722	64240	0.08177056
0.291506039	1412	469.0588	0.05919533	403825810	65535	0.0257063
97.297054756	1245	35.81707	24.09818	1599582337	64240	0.8627581
97.296753896	2824	1076.246	24.09357	134708214	65535	24.04159
97.207485466	712	59.2449	19.75181	2684405904	64240	0.148995
97.206914972	1520	416.08	19.75195	3213577010	65535	19.70941
3.002185149	173	173	1.000875	0	0	0
0.247368959	712	75.75	0.1057842	2720317266	64240	0.1057573
0.204335668	1521	453.6364	0.06220453	867740765	65535	0.00808328
99.040692023	1412	96.79459	18.33399	2344973260	64240	0.1136927
99.039674934	2824	622.8007	18.33016	1494009061	65535	18.27773
97.336314832	1245	101.4839	24.60902	511921333	64240	0.1053846
97.340479885	1412	135.6829	24.60493	1298798952	65535	24.56267
98.408248616	1412	209.6358	13.81753	2114325643	64240	0.5801886
98.407918885	2824	861.5344	13.8171	2982877396	65535	13.77035
0.000010486	36	36	1.0486e-05	0	0	0.0583405
0.057437449	292	268	0.05743745	0	0	0
0.000003835	32	32	3.835e-06	0	0	0.05472222
0.053871630	113	104.5	0.05387163	0	0	0
0.000005747	40	40	5.747e-06	0	0	0.0562584
0.001575245	108	92	0.001575245	0	0	0
97.152972425	1329	321.9688	24.41744	3366585474	64240	0.1089547
97.152887187	768	46.63044	24.41278	3669027071	65535	24.36513
0.000007951	33	33	7.951e-06	0	0	0.05569427
0.002819401	130	115.5	0.002819401	0	0	0
0.000000000	33	33	0	0	0	0.05524762
0.000000000	101	101	0	0	0	0
0.000008103	40	40	8.103e-06	0	0	0.06300262
