duration	avePktSize	stdPktSize	aveIAT	tcpPSeqCnt	tcpAveWinSz	tcpRTTAckTripAve
5.102152737	67.33334	81.4873	0.8503588	6	68091.52	1.130141
5.323216444	1277	138.1	5.138781	2746878103	64240	0.03547034
5.288325663	287	72.625	5.216485	1092121930	64240	5.181601
0.241579831	712	75.75	0.0996135	2733743810	64240	0.09959411
0.198673371	1521	453.6364	0.05653043	3248808626	65535	0.00718016
5.105378189	119.2222	256.6001	0.5672643	8	64142.14	0.01274109
5.092711365	74.2	78.53815	1.018542	5	67870.17	1.127555
5.106198919	124.6667	269.4622	0.5673555	8	64142.14	0.01268476
5.093695881	67.33334	81.4873	0.8489493	6	68091.52	1.127865
20.150281921	1287	155.3	20.04189	1923046005	64240	20.04172
20.149050114	287	55.58333	19.9668	2672105576	64240	0.001165696
0.250175970	712	69.92308	0.1050364	2985102031	64240	0.1050113
0.207485517	1522	499.1	0.06139794	2938135695	65535	0.01702566
6.020473633	1277	138.1	5.834439	1095444710	64240	0.03571991
5.985584015	287	72.625	5.912533	2156732055	64240	5.878234
60.100970760	0	1460	0	0x00000000_0x00000000	8030	2.2464e-05
60.100250551	0	920	0	0x00000000_0x00000000	920	5.2e-06
48.996860337	0	1445	0	0x00000000_0x00000000	1445	4.8177e-05
48.996780636	0	876	0	0x00000000_0x00000000	876	1.29e-05
44.735611037	26.48529	145.4024	0.3289384	101	5.16292	0.001576522
44.723041212	1404.93	313.9439	0.1638207	217	75263.99	0.3274073
0.261749587	1245	141.8571	0.1025488	3056105269	64240	0.1025293
0.214653203	768	90.125	0.05390046	3677849467	65535	0.001614784
5.343324279	1277	125.5455	5.142311	1780023686	64240	0.03615082
5.309038304	287	64.55556	5.21841	2168845167	64240	5.184469
0.281454571	668	72.08334	0.1035725	2981596677	64240	0.1035284
0.228363211	1521	554.4445	0.06785699	2636227727	65535	0.02010696
5.282224139	124.6667	269.4622	0.5869138	8	64142.14	0.01269637
5.270216580	67.33334	81.4873	0.8783695	6	68091.52	1.16716
0.265842644	665	83.125	0.1009622	3504120959	64240	0.1009309
0.164899557	1460	642.8	0.1033506	4136250680	64240	0.06486346
0.264628463	665	83.125	0.1010556	3257646437	64240	0.1010284
0.163589738	1460	642.6	0.1041562	1928847731	64240	0.06288636
0.268995228	665	83.125	0.1000021	2571845475	64240	0.09998631
0.168984446	1460	642.4	0.1047687	1507296593	64240	0.06949003
0.268983219	665	83.125	0.1004266	159016071	64240	0.1004072
0.168568056	1460	642.6	0.1050656	2674640149	64240	0.06802901
0.271981882	665	95	0.100733	3809851578	64240	0.1007231
0.171247436	1460	438.5	0.1051299	161471723	64240	0.07035919
0.207074542	672	84	0.09983772	105150306	64240	0.09981082
0.107247884	1460	644.2	0.1017266	155205198	64240	0.007703344
0.207042159	672	84	0.1006777	2567048023	64240	0.1006629
0.106365544	1460	644	0.1048242	2830005338	64240	0.005643984
0.206710014	672	84	0.100901	1487997159	64240	0.1008868
0.105805711	1460	644.2	0.1057514	247271663	64240	0.00520968
0.208522191	672	96	0.1005938	951683118	64240	0.1005774
0.107911049	1460	730	0.1032516	537667549	64240	0.006874384
0.208868658	672	96	0.1018792	1021166509	64240	0.10186
0.107946981	1460	805.5	0.1079132	1261944814	64240	0.006053136
0.362472351	665	147.7778	0.1010738	3974555836	64240	0.1010492
0.262402265	1460	459	0.1612878	3976088835	64240	0.06189086
0.485263706	0	1154	0	0x00000000_0x00000000	2372	0.04217133
0.485253123	0	939	0	0x00000000_0x00000000	939	2.3296e-05
4.026830665	1405	165.1667	2.996415	2146015568	64240	2.996295
4.025718148	2920	483.2667	2.849895	3340020747	32120	0.3403232
0.497276291	0	844	0	0x00000000_0x00000000	908	1.472e-05
0.497100628	0	2048	0	0x00000000_0x00000000	2048	5.056e-06
1.140472881	0	0	1.140473	2355924861	64240	1.140425
0.000000000	0	0	0	122000299	64240	4.7912e-05
0.244766661	712	75.75	0.1046572	2376160440	64240	0.1046333
0.201795204	1520	498.9	0.06101426	3823448542	65535	0.008078304
20.150811206	1287	155.3	20.04282	3498735530	64240	20.04269
20.150387090	287	51.30769	19.96681	3510479924	64240	0.0010048
5.040638245	124.6667	269.4622	0.5600709	8	64142.14	0.01276161
5.028021602	67.33334	81.4873	0.8380037	6	68091.52	1.113755
0.393800282	1245	169.8	0.108218	1943480698	64240	0.1081791
0.341541773	768	90.125	0.05729931	4169477846	65535	0.004979712
10.435276934	1460	106.0233	9.697093	1095501812	64240	9.697071
10.435383604	2920	1200.106	9.697089	318276869	64240	0.04454118
10.351521796	669	83.64706	9.99929	1220074822	64240	9.999203
10.351354140	1460	277.2667	9.857931	545226821	64240	0.04611936
10.414146653	665	57.1875	9.868146	3761383842	64240	9.867775
10.312592167	2920	305.3846	9.727303	2317295084	64240	0.004912896
10.359349138	665	85.44444	9.998357	1925158881	64240	9.997993
10.359994243	1460	296.1429	9.858121	4035610453	64240	0.05701581
11.314993628	672	70.92308	9.868964	1325371456	64240	9.868608
10.313458260	3220	400.1	9.727355	1183367770	64240	0.006927856
11.333590585	0	1460	0	0x00000000_0x00000000	8641	6.7008e-05
11.333488370	0	920	0	0x00000000_0x00000000	920	2.2528e-05
0.349878245	0	1154	0	0x00000000_0x00000000	1163	0.000577856
0.349719555	0	871	0	0x00000000_0x00000000	895	5.184e-05
5.223649420	1277	138.1	5.038711	598510933	64240	0.03617821
5.189115953	287	72.625	5.114328	1079437689	64240	5.080218
0.342331373	0	1442	0	0x00000000_0x00000000	1506	0.04804877
0.342054300	0	939	0	0x00000000_0x00000000	939	9.088e-06
0.375905054	0	1154	0	0x00000000_0x00000000	1154	2.856e-05
0.375723377	0	915	0	0x00000000_0x00000000	915	6.648e-06
0.440366608	0	664	0	0x00000000_0x00000000	664	7.616e-06
0.363907846	0	1440	0	0x00000000_0x00000000	1440	7.808e-06
0.304497546	712	75.75	0.1095888	198326445	64240	0.1095557
0.257200019	1521	499	0.06118456	2599965217	65535	0.004046752
72.613041232	0	1460	0	0x00000000_0x00000000	11289	1.152e-05
72.612886406	0	876	0	0x00000000_0x00000000	876	3.776e-06
0.695793818	66	146.8491	0.0535226	12	64054.59	0.09199851
0.619802398	624.6	638.9504	0.06198024	7	67009.98	0.0007285366
5.461489995	124.6667	269.4622	0.6068323	8	64142.14	0.01243467
5.449103032	67.33334	81.4873	0.9081839	6	68091.52	1.207254
20.161808127	1287	155.3	20.039	4271155957	64240	20.03884
20.161815251	287	51.30769	19.96353	1660798105	64240	0.001378976
0.047776701	211.7273	383.6779	0.004343336	7	22002.83	0.007969913
0.035595125	53	73.14532	0.005085018	7	69813.18	0.002385184
17.211954033	0	1460	0	0x00000000_0x00000000	1878	1.392e-05
17.015165658	0	374	0	0x00000000_0x00000000	374	1.4032e-05
0.000019733	0	0	0	0x00000000_0x00000000	0	1.5264e-05
0.000038969	0	0	0	0x00000000_0x00000000	0	4.448e-06
90.190753099	1410	108.7419	45.12	2650311428	64240	44.63385
90.147606253	2820	1276.789	45.07509	3639040739	42300	45.03196
6.065075389	1277	125.5455	5.879782	3023604557	64240	0.03581875
6.030600671	287	64.55556	5.958122	1104348891	64240	5.923466
0.308818950	0	1154	0	0x00000000_0x00000000	1154	0.04783373
0.309099081	0	895	0	0x00000000_0x00000000	895	5.6448e-05
0.358507680	0	1460	0	0x00000000_0x00000000	1703	0.05300966
0.358615494	0	895	0	0x00000000_0x00000000	895	5.7856e-05
0.399983942	0	1460	0	0x00000000_0x00000000	6479	4.5568e-05
0.399539812	0	1972	0	0x00000000_0x00000000	1972	3.936e-05
0.325817484	0	732	0	0x00000000_0x00000000	796	2.1816e-05
0.326012166	0	2048	0	0x00000000_0x00000000	2048	6.368e-06
0.344077791	0	1422	0	0x00000000_0x00000000	1486	0.04780035
0.343339728	0	939	0	0x00000000_0x00000000	939	1.4519e-05
0.386946982	0	1460	0	0x00000000_0x00000000	1760	0.04744425
0.386659722	0	939	0	0x00000000_0x00000000	939	1.9136e-05
0.363885921	0	1154	0	0x00000000_0x00000000	1154	6.928e-05
0.363581041	0	1190	0	0x00000000_0x00000000	1190	9.296e-06
0.326289021	0	1460	0	0x00000000_0x00000000	4526	0.04237185
0.325624781	0	939	0	0x00000000_0x00000000	939	1.3792e-05
0.336647992	0	952	0	0x00000000_0x00000000	1016	1.4416e-05
0.336300796	0	2048	0	0x00000000_0x00000000	2048	3.552e-06
0.341153153	0	1119	0	0x00000000_0x00000000	1183	6.7968e-05
0.340907292	0	2048	0	0x00000000_0x00000000	2048	5.024e-06
0.646610930	0	1396	0	0x00000000_0x00000000	1460	6.1568e-05
0.646385664	0	2048	0	0x00000000_0x00000000	2048	2.0352e-05
1.341801948	0	1154	0	0x00000000_0x00000000	1154	0.04722534
0.329919162	0	1268	0	0x00000000_0x00000000	1268	9.696e-06
5.503867756	124.6667	269.4622	0.6115409	8	64142.14	0.01257594
5.491519161	67.33334	81.4873	0.9152532	6	68091.52	1.216267
5.825874153	0	1154	0	0x00000000_0x00000000	1154	0.05376427
5.772057860	0	218	0	0x00000000_0x00000000	218	2.3856e-05
89.613349183	0	0	46.66799	1308733318	501	41.27501
89.613217445	0	0	46.84102	3684489866	16385	46.70906
0.323569651	0	1460	0	0x00000000_0x00000000	2281	0.04807459
0.323682670	0	895	0	0x00000000_0x00000000	895	4.9536e-05
0.332434160	0	1154	0	0x00000000_0x00000000	1154	3.1232e-05
0.332828779	0	871	0	0x00000000_0x00000000	895	6.0576e-05
0.514413315	0	1460	0	0x00000000_0x00000000	8299	4.4672e-05
0.514452576	0	2048	0	0x00000000_0x00000000	2048	4.5248e-05
120.252533390	670	11.58929	58.92773	2679561202	64240	2.302237
120.252557896	4380	1392.966	59.00435	3250614282	64240	58.96982
115.675869217	431	25.35294	10.24392	3625065652	64240	0.03749363
115.641562586	888	59.2	10.244	1162386881	64240	10.20993
111.758762364	39	17.625	58.3046	4105584817	501	0.04892454
111.710258086	39	15.6	58.3982	3507554094	1049	58.34984
120.777497385	18.42857	15.28568	17.25393	5	245.49	13.34179
120.780625733	13	13.29617	13.42007	8	49	0.2587533
1.411892162	166	308.1084	0.09412614	12	31409.18	0.05845671
1.314361693	355.25	451.909	0.1095301	8	49996.64	0.1214352
0.000000000	26	26	0	0	0	0
0.000000000	0	26	0	0_0	0	0
0.004021894	14.85298	0	0.0007413269	0	0	0
0.004288159	51	14.85298	0.00107204	0	0	0
0.033150977	20	0	0.005525163	0	0	0
0.062162023	8	0	0.01036034	0	0	0
0.000320643	13.43503	0	0.0001133644	0	0	0
0.000000000	26	26	0	0	0	0
0.000000000	0	26	0	0_0	0	0
0.000691899	51	13.43503	0.0003459495	0	0	0
0.601373119	8	0	0.3006866	0	0	0
0.510966762	24	7.155417	0.1021934	0	0	0
0.000000000	0	0	0	0	0	0
0.000000000	118	0	0	0	0	0
0.000016987	45	45	1.6987e-05	0	0	0.1653128
0.164542811	73	67	0.1645428	0	0	0
0.000000000	45	45	0	0	0	0.1645272
0.000000000	61	61	0	0	0	0
0.000000000	0	0	0	0	0	0
0.000000000	118	0	0	0	0	0
2.281777955	68	68	0.7635697	0	0	0
0.000000000	34	34	0	0	0	0.05636424
0.000000000	182	182	0	0	0	0
0.000008062	34	34	8.062e-06	0	0	0.04983216
0.049216995	91	85	0.049217	0	0	0
0.000008020	36	36	8.02e-06	0	0	0.00078328
0.000073887	164	143.5	7.3887e-05	0	0	0
0.000001086	31	31	1.086e-06	0	0	0.06088018
0.059464195	155	122	0.0594642	0	0	0
0.000025312	36	36	2.5312e-05	0	0	0.06267913
0.007360469	292	268	0.007360469	0	0	0
0.000006453	28	28	6.453e-06	0	0	0.05930514
0.002431014	158	135.5	0.002431014	0	0	0
0.000004627	28	28	4.627e-06	0	0	0.1131884
0.060830206	117	109	0.06083021	0	0	0
0.000004279	32	32	4.279e-06	0	0	0.05665331
0.001190305	131	99	0.001190305	0	0	0
0.000007059	36	36	7.059e-06	0	0	0.110939
0.108831832	90	84	0.1088318	0	0	0
0.000004564	34	34	4.564e-06	0	0	0.006315264
0.004219135	91	85	0.004219135	0	0	0
0.000004918	38	38	4.918e-06	0	0	0.05735962
0.005829418	195	171	0.005829418	0	0	0
0.000003174	38	38	3.174e-06	0	0	0.001383344
0.000135256	66	60	0.000135256	0	0	0
0.000005840	36	36	5.84e-06	0	0	0.0630752
0.006792766	171	159	0.006792766	0	0	0
0.000004674	32	32	4.674e-06	0	0	0.001653136
0.000085691	60	54	8.5691e-05	0	0	0
0.001263394	39	39	0.001263394	0	0	0.001573136
0.001610874	67	61	0.001610874	0	0	3.7744e-05
0.000000000	33	33	0	0	0	0.05317618
0.000000000	97	97	0	0	0	0
0.000000000	37	37	0	0	0	0.06044682
0.000000000	183	183	0	0	0	0
0.000000000	38	38	0	0	0	0.05539456
0.000000000	178	178	0	0	0	0
0.000000000	43	43	0	0	0	0.000555168
0.000000000	59	59	0	0	0	0
0.000000000	42	42	0	0	0	0.000559344
0.000000000	58	58	0	0	0	0
0.000000000	48	48	0	0	0	0.05443557
0.000000000	64	64	0	0	0	0
0.000012380	34	34	1.238e-05	0	0	0.06117421
0.060522564	342	262	0.06052256	0	0	0
0.000009548	33	33	9.548e-06	0	0	0.06342854
0.002490953	156	144	0.002490953	0	0	0
0.000010385	42	42	1.0385e-05	0	0	0.000576256
0.000052166	70	64	5.2166e-05	0	0	0
0.000012080	33	33	1.208e-05	0	0	0.000685216
0.000097775	159	138	9.7775e-05	0	0	0
0.000022984	63	63	2.2984e-05	0	0	0.0537904
0.053186674	159	149.5	0.05318667	0	0	0
0.000009515	47	47	9.515e-06	0	0	0.00058016
0.000078513	75	69	7.8513e-05	0	0	0
0.000000000	47	47	0	0	0	0.000459072
0.000000000	63	63	0	0	0	0
0.000009738	36	36	9.738e-06	0	0	0.000975168
0.000284622	292	268	0.000284622	0	0	0
0.000000000	36	36	0	0	0	0.000597344
0.000000000	244	244	0	0	0	0
0.000005671	33	33	5.671e-06	0	0	0.05947235
0.058883674	145	121	0.05888367	0	0	0
0.000000000	33	33	0	0	0	0.000593664
0.000000000	97	97	0	0	0	0
0.000004886	37	37	4.886e-06	0	0	0.05701466
0.056331796	343	263	0.05633179	0	0	0
0.000005101	38	38	5.101e-06	0	0	0.000843968
0.000000237	195	186.5	2.37e-07	0	0	0
0.000011812	34	34	1.1812e-05	0	0	0.000876544
0.000223748	342	262	0.000223748	0	0	0
0.000000000	34	34	0	0	0	0.000755776
0.000000000	182	182	0	0	0	0
0.000012348	43	43	1.2348e-05	0	0	0.168889
0.168233196	71	65	0.1682332	0	0	0
0.000000000	43	43	0	0	0	0.000559936
0.000000000	59	59	0	0	0	0
0.000007912	42	42	7.912e-06	0	0	0.000712008
0.000000610	70	64	6.1e-07	0	0	0
0.000008777	39	39	8.777e-06	0	0	0.000940248
0.000044164	67	61	4.4164e-05	0	0	0
0.000009467	48	48	9.467e-06	0	0	0.00063304
0.000065415	76	70	6.5415e-05	0	0	0
0.000006739	34	34	6.739e-06	0	0	0.06579267
0.004437416	337	257	0.004437416	0	0	0
0.000000000	34	34	0	0	0	0.06526507
0.000000000	177	177	0	0	0	0
0.000008134	38	38	8.134e-06	0	0	0.05910191
0.001508181	304	200	0.001508181	0	0	0
0.000000000	32	32	0	0	0	0.000562336
0.000000000	48	48	0	0	0	0
0.000539820	32	32	0.00053982	0	0	0.000518048
0.000422981	60	54	0.000422981	0	0	2.176e-05
0.000007341	38	38	7.341e-06	0	0	0.000766432
0.000112928	195	171	0.000112928	0	0	0
0.000008452	28	28	8.452e-06	0	0	0.0006136
0.000098635	163	140	9.8635e-05	0	0	0
0.000009156	38	38	9.156e-06	0	0	0.06245123
0.012551048	98	92	0.01255105	0	0	0
0.000010903	38	38	1.0903e-05	0	0	4.219885
4.166001547	310	293	4.166001	0	0	0
0.000006835	31	31	6.835e-06	0	0	0.000678592
0.000081374	155	122	8.1374e-05	0	0	0
0.000008491	45	45	8.491e-06	0	0	0.3888895
0.224672919	82	74	0.2246729	0	0	0
0.000000000	45	45	0	0	0	0.1640454
0.000000000	82	82	0	0	0	0
0.000010480	36	36	1.048e-05	0	0	0.05571546
0.055006783	101	100.5	0.05500678	0	0	0
0.000000000	36	36	0	0	0	0.000675328
0.000000000	100	100	0	0	0	0
0.000000000	38	38	0	0	0	3.945797
0.000000000	310	310	0	0	0	0
3.066864139	0	0	1.0843	0	0	0
0.000008276	29	29	8.276e-06	0	0	0.001164672
0.000097790	162	139	9.779e-05	0	0	0
0.000008125	41	41	8.125e-06	0	0	0.000953408
0.000195974	198	174	0.000195974	0	0	0
0.000000000	41	41	0	0	0	0.000711744
0.000000000	150	150	0	0	0	0
0.000763614	32	32	0.000763614	0	0	0.000737664
0.000493216	131	128	0.000493216	0	0	2.592e-05
3.129359994	137	135.6667	3.004454	0	0	0
0.000001237	34	34	1.237e-06	0	0	0.000752384
0.000067028	99	98.5	6.7028e-05	0	0	0
0.000008288	45	45	8.288e-06	0	0	0.000640128
0.000116671	73	67	0.000116671	0	0	0
0.000000000	45	45	0	0	0	0.000660672
0.000000000	61	61	0	0	0	0
0.000008225	35	35	8.225e-06	0	0	0.000694912
0.000000237	63	57	2.37e-07	0	0	0
0.000000000	35	35	0	0	0	0.000721088
0.000000000	51	51	0	0	0	0
0.000000000	0	0	0	0	0	0
0.000000000	45	0	0	0	0	0
4.000554923	8	0	2.000278	0	0	0
0.000012138	38	38	1.2138e-05	0	0	0.1050314
0.104420426	66	60	0.1044204	0	0	0
0.000007496	45	45	7.496e-06	0	0	0.1125783
0.004829071	73	67	0.004829071	0	0	0
0.000000000	45	45	0	0	0	0.1072927
0.000000000	61	61	0	0	0	0
0.000000984	35	35	9.840001e-07	0	0	0.000739724
0.000051056	63	57	5.1056e-05	0	0	0
0.000774535	33	33	0.000774535	0	0	0.000747744
0.000493944	61	55	0.000493944	0	0	2.6792e-05
0.000000000	38	38	0	0	0	0.000594424
0.000000000	54	54	0	0	0	0
0.000010774	50	50	1.0774e-05	0	0	0.05717354
0.002956047	193	181	0.002956047	0	0	0
0.000000000	50	50	0	0	0	0.05360528
0.000000000	169	169	0	0	0	0
0.000010569	28	28	1.0569e-05	0	0	0.000827424
0.000104253	158	135.5	0.000104253	0	0	0
0.000011253	35	35	1.1253e-05	0	0	0.000816
0.000146629	198	174	0.000146629	0	0	0
0.000000000	35	35	0	0	0	0.00079264
0.000000000	150	150	0	0	0	0
0.000014172	36	36	1.4172e-05	0	0	0.05858105
0.057722876	95	89.5	0.05772288	0	0	0
0.000000000	36	36	0	0	0	0.05727248
0.000000000	84	84	0	0	0	0
0.000000000	32	32	0	0	0	0.04893146
0.000000000	96	96	0	0	0	0
0.000010352	40	40	1.0352e-05	0	0	0.1135467
0.056085725	108	92	0.05608572	0	0	0
0.000000000	40	40	0	0	0	0.05685965
0.000000000	108	108	0	0	0	0
0.049589687	32	32	0.04958969	0	0	0.04953814
0.000742679	113	104.5	0.000742679	0	0	5.152e-05
0.000008156	35	35	8.156e-06	0	0	0.05936723
0.006715240	119	101	0.00671524	0	0	0
0.000000000	35	35	0	0	0	0.05240445
0.000000000	83	83	0	0	0	0
0.000010347	36	36	1.0347e-05	0	0	0.06211888
0.001549712	120	102	0.001549712	0	0	0
0.000000000	36	36	0	0	0	0.0599393
0.000000000	84	84	0	0	0	0
0.000006664	38	38	6.664e-06	0	0	0.05914928
0.002975373	135	120.5	0.002975373	0	0	0
0.000005697	40	40	5.697e-06	0	0	0.1026158
0.037169063	134	126	0.03716907	0	0	0
0.000009128	40	40	9.128e-06	0	0	0.05022589
0.000884634	122	89	0.000884634	0	0	0
0.000526829	39	39	0.000526829	0	0	0.000490368
0.000428348	67	61	0.000428348	0	0	3.6448e-05
0.000007890	41	41	7.89e-06	0	0	0.1143096
0.055679920	144	112	0.05567992	0	0	0
0.000007428	49	49	7.428e-06	0	0	0.000629984
0.000071134	77	71	7.1134e-05	0	0	0
0.000019898	28	28	1.9898e-05	0	0	0.1144208
0.113666760	91	85	0.1136668	0	0	0
0.000012722	47	47	1.2722e-05	0	0	0.06170208
0.002707843	271	191	0.002707843	0	0	0
0.000007518	43	43	7.518e-06	0	0	0.05383827
0.000771594	201	177	0.000771594	0	0	0
0.000001482	38	38	1.482e-06	0	0	0.000985096
0.000345296	98	76	0.000345296	0	0	0
0.000015456	30	30	1.5456e-05	0	0	0.0529507
0.051604512	78	77.5	0.05160451	0	0	0
0.000006700	34	34	6.7e-06	0	0	0.05694507
0.055102659	295	199	0.05510266	0	0	0
0.000005894	36	36	5.894e-06	0	0	0.05395493
0.053154997	164	143.5	0.053155	0	0	0
0.000004621	35	35	4.621e-06	0	0	4.005086
3.948861348	128	97.5	3.948861	0	0	0
0.000004959	39	39	4.959e-06	0	0	0.05501279
0.053466324	121	88	0.05346632	0	0	0
0.000004496	34	34	4.496e-06	0	0	0.00165548
0.000152845	99	98.5	0.000152845	0	0	0
0.000005203	30	30	5.203e-06	0	0	0.0584384
0.002023396	86	74	0.002023396	0	0	0
0.000004233	38	38	4.233e-06	0	0	0.00200212
0.000000287	166	142.5	2.87e-07	0	0	0
0.000011041	48	48	1.1041e-05	0	0	0.05752354
0.005836881	215	167	0.005836881	0	0	0
0.000007350	42	42	7.35e-06	0	0	0.000847816
0.000049614	154	130.5	4.9614e-05	0	0	0
0.000006005	28	28	6.005e-06	0	0	4.049905
3.998594015	62	54	3.998594	0	0	0
0.000004838	46	46	4.838e-06	0	0	0.1090381
0.002795657	106	84	0.002795657	0	0	0
0.000000000	45	45	0	0	0	0.000794736
0.000000000	61	61	0	0	0	0
0.000005763	46	46	5.763e-06	0	0	0.05796985
0.006590471	131	115	0.006590471	0	0	0
0.000006889	29	29	6.889e-06	0	0	0.000637584
0.000051956	57	51	5.1956e-05	0	0	0
0.055554461	29	29	0.05555446	0	0	0.05550658
0.000634502	89	83	0.000634502	0	0	4.7888e-05
0.000001045	42	42	1.045e-06	0	0	0.001048176
0.000107261	154	130.5	0.000107261	0	0	0
0.000007240	48	48	7.24e-06	0	0	0.001331536
0.000375186	215	167	0.000375186	0	0	0
0.000005756	28	28	5.756e-06	0	0	3.986875
3.984924918	62	54	3.984925	0	0	0
0.000004103	46	46	4.103e-06	0	0	0.00137352
0.000113971	162	146.5	0.000113971	0	0	0
0.000004925	45	45	4.925e-06	0	0	0.001227152
0.000080321	73	67	8.0321e-05	0	0	0
0.000003462	44	44	3.462e-06	0	0	0.1045685
0.049799677	100	92	0.04979968	0	0	0
0.000003757	46	46	3.757e-06	0	0	0.04589984
0.002750006	106	84	0.002750006	0	0	0
0.000003315	43	43	3.315e-06	0	0	0.1714098
0.058935768	100	79.5	0.05893577	0	0	0
0.000004542	43	43	4.542e-06	0	0	0.001971088
0.000000139	71	65	1.39e-07	0	0	0
0.000003246	37	37	3.246e-06	0	0	0.06089045
0.004815788	65	59	0.004815788	0	0	0
