duration	srcIP	srcPort	dstIP	avePktSize	stdPktSize	aveIAT	tcpPSeqCnt	tcpAveWinSz	tcpRTTAckTripAve
0.268983219	04	46448	74.119.117.4	665	83.125	0.1004266	159016071	64240	0.1004072
0.168568056	us	443	10.49.10.60	1460	642.6	0.1050656	2674640149	64240	0.06802901
0.271981882	04	46426	74.119.117.4	665	95	0.100733	3809851578	64240	0.1007231
0.171247436	us	443	10.49.10.60	1460	438.5	0.1051299	161471723	64240	0.07035919
0.207074542	04	59456	74.119.117.23	672	84	0.09983772	105150306	64240	0.09981082
0.107247884	us	443	10.49.10.60	1460	644.2	0.1017266	155205198	64240	0.007703344
0.207042159	04	59482	74.119.117.23	672	84	0.1006777	2567048023	64240	0.1006629
0.106365544	us	443	10.49.10.60	1460	644	0.1048242	2830005338	64240	0.005643984
0.206710014	04	59492	74.119.117.23	672	84	0.100901	1487997159	64240	0.1008868
0.105805711	us	443	10.49.10.60	1460	644.2	0.1057514	247271663	64240	0.00520968
0.208522191	04	59462	74.119.117.23	672	96	0.1005938	951683118	64240	0.1005774
0.107911049	us	443	10.49.10.60	1460	730	0.1032516	537667549	64240	0.006874384
0.208868658	04	59472	74.119.117.23	672	96	0.1018792	1021166509	64240	0.10186
0.107946981	us	443	10.49.10.60	1460	805.5	0.1079132	1261944814	64240	0.006053136
0.362472351	04	46428	74.119.117.4	665	147.7778	0.1010738	3974555836	64240	0.1010492
0.262402265	us	443	10.49.10.60	1460	459	0.1612878	3976088835	64240	0.06189086
0.485263706	04	37468	162.247.241.14	0	1154	0	0x00000000_0x00000000	2372	0.04217133
0.485253123	ca	addresses"	443	0	939	0	0x00000000_0x00000000	939	2.3296e-05
4.026830665	04	35486	69.194.242.12	1405	165.1667	2.996415	2146015568	64240	2.996295
4.025718148	us	443	10.49.10.60	2920	483.2667	2.849895	3340020747	32120	0.3403232
0.497276291	04	37492	162.247.241.14	0	844	0	0x00000000_0x00000000	908	1.472e-05
0.497100628	ca	addresses"	443	0	2048	0	0x00000000_0x00000000	2048	5.056e-06
1.140472881	04	46586	74.119.117.11	0	0	1.140473	2355924861	64240	1.140425
0.000000000	us	443	10.49.10.60	0	0	0	122000299	64240	4.7912e-05
0.244766661	04	39474	142.251.129.65	712	75.75	0.1046572	2376160440	64240	0.1046333
0.201795204	us	443	10.49.10.60	1520	498.9	0.06101426	3823448542	65535	0.008078304
20.150811206	04	38702	23.212.191.75	1287	155.3	20.04282	3498735530	64240	20.04269
20.150387090	us	443	10.49.10.60	287	51.30769	19.96681	3510479924	64240	0.0010048
5.040638245	04	54388	108.139.110.118	124.6667	269.4622	0.5600709	8	64142.14	0.01276161
5.028021602	us	10.49.10.60	04	67.33334	81.4873	0.8380037	6	68091.52	1.113755
0.393800282	04	50352	142.251.128.234	1245	169.8	0.108218	1943480698	64240	0.1081791
0.341541773	us	443	10.49.10.60	768	90.125	0.05729931	4169477846	65535	0.004979712
10.435276934	04	33022	74.119.117.25	1460	106.0233	9.697093	1095501812	64240	9.697071
10.435383604	us	443	10.49.10.60	2920	1200.106	9.697089	318276869	64240	0.04454118
10.351521796	04	40868	74.119.117.15	669	83.64706	9.99929	1220074822	64240	9.999203
10.351354140	us	443	10.49.10.60	1460	277.2667	9.857931	545226821	64240	0.04611936
10.414146653	04	33032	74.119.117.25	665	57.1875	9.868146	3761383842	64240	9.867775
10.312592167	us	443	10.49.10.60	2920	305.3846	9.727303	2317295084	64240	0.004912896
10.359349138	04	37994	74.119.117.24	665	85.44444	9.998357	1925158881	64240	9.997993
10.359994243	us	443	10.49.10.60	1460	296.1429	9.858121	4035610453	64240	0.05701581
11.314993628	04	59488	74.119.117.23	672	70.92308	9.868964	1325371456	64240	9.868608
10.313458260	us	443	10.49.10.60	3220	400.1	9.727355	1183367770	64240	0.006927856
11.333590585	04	37476	162.247.241.14	0	1460	0	0x00000000_0x00000000	8641	6.7008e-05
11.333488370	ca	addresses"	443	0	920	0	0x00000000_0x00000000	920	2.2528e-05
0.349878245	04	56480	162.247.241.14	0	1154	0	0x00000000_0x00000000	1163	0.000577856
0.349719555	ca	addresses"	443	0	871	0	0x00000000_0x00000000	895	5.184e-05
5.223649420	04	52320	95.101.93.110	1277	138.1	5.038711	598510933	64240	0.03617821
5.189115953	fr	443	10.49.10.60	287	72.625	5.114328	1079437689	64240	5.080218
0.342331373	04	57400	162.247.241.14	0	1442	0	0x00000000_0x00000000	1506	0.04804877
0.342054300	ca	addresses"	443	0	939	0	0x00000000_0x00000000	939	9.088e-06
0.375905054	04	57416	162.247.241.14	0	1154	0	0x00000000_0x00000000	1154	2.856e-05
0.375723377	ca	addresses"	443	0	915	0	0x00000000_0x00000000	915	6.648e-06
0.440366608	04	54122	18.239.225.67	0	664	0	0x00000000_0x00000000	664	7.616e-06
0.363907846	us	Inc"	443	0	1440	0	0x00000000_0x00000000	1440	7.808e-06
0.304497546	04	33608	142.251.129.65	712	75.75	0.1095888	198326445	64240	0.1095557
0.257200019	us	443	10.49.10.60	1521	499	0.06118456	2599965217	65535	0.004046752
72.613041232	04	42656	162.247.241.14	0	1460	0	0x00000000_0x00000000	11289	1.152e-05
72.612886406	ca	addresses"	443	0	876	0	0x00000000_0x00000000	876	3.776e-06
0.695793818	04	36492	99.84.252.40	66	146.8491	0.0535226	12	64054.59	0.09199851
0.619802398	us	10.49.10.60	04	624.6	638.9504	0.06198024	7	67009.98	0.0007285366
5.461489995	04	52672	108.139.110.118	124.6667	269.4622	0.6068323	8	64142.14	0.01243467
5.449103032	us	10.49.10.60	04	67.33334	81.4873	0.9081839	6	68091.52	1.207254
20.161808127	04	40530	23.212.191.75	1287	155.3	20.039	4271155957	64240	20.03884
20.161815251	us	443	10.49.10.60	287	51.30769	19.96353	1660798105	64240	0.001378976
0.047776701	04	47280	108.139.134.23	211.7273	383.6779	0.004343336	7	22002.83	0.007969913
0.035595125	us	10.49.10.60	04	53	73.14532	0.005085018	7	69813.18	0.002385184
17.211954033	04	51628	89.58.44.75	0	1460	0	0x00000000_0x00000000	1878	1.392e-05
17.015165658	de	GmbH"	443	0	374	0	0x00000000_0x00000000	374	1.4032e-05
0.000019733	04	51628	89.58.44.75	0	0	0	0x00000000_0x00000000	0	1.5264e-05
0.000038969	de	GmbH"	443	0	0	0	0x00000000_0x00000000	0	4.448e-06
90.190753099	04	60638	13.107.246.33	1410	108.7419	45.12	2650311428	64240	44.63385
90.147606253	us	443	10.49.10.60	2820	1276.789	45.07509	3639040739	42300	45.03196
6.065075389	04	46790	95.101.93.110	1277	125.5455	5.879782	3023604557	64240	0.03581875
6.030600671	fr	443	10.49.10.60	287	64.55556	5.958122	1104348891	64240	5.923466
0.308818950	04	42918	162.247.241.14	0	1154	0	0x00000000_0x00000000	1154	0.04783373
0.309099081	ca	addresses"	443	0	895	0	0x00000000_0x00000000	895	5.6448e-05
0.358507680	04	42932	162.247.241.14	0	1460	0	0x00000000_0x00000000	1703	0.05300966
0.358615494	ca	addresses"	443	0	895	0	0x00000000_0x00000000	895	5.7856e-05
0.399983942	04	42940	162.247.241.14	0	1460	0	0x00000000_0x00000000	6479	4.5568e-05
0.399539812	ca	addresses"	443	0	1972	0	0x00000000_0x00000000	1972	3.936e-05
0.325817484	04	42974	162.247.241.14	0	732	0	0x00000000_0x00000000	796	2.1816e-05
0.326012166	ca	addresses"	443	0	2048	0	0x00000000_0x00000000	2048	6.368e-06
0.344077791	04	42964	162.247.241.14	0	1422	0	0x00000000_0x00000000	1486	0.04780035
0.343339728	ca	addresses"	443	0	939	0	0x00000000_0x00000000	939	1.4519e-05
0.386946982	04	42952	162.247.241.14	0	1460	0	0x00000000_0x00000000	1760	0.04744425
0.386659722	ca	addresses"	443	0	939	0	0x00000000_0x00000000	939	1.9136e-05
0.363885921	04	42984	162.247.241.14	0	1154	0	0x00000000_0x00000000	1154	6.928e-05
0.363581041	ca	addresses"	443	0	1190	0	0x00000000_0x00000000	1190	9.296e-06
0.326289021	04	43000	162.247.241.14	0	1460	0	0x00000000_0x00000000	4526	0.04237185
0.325624781	ca	addresses"	443	0	939	0	0x00000000_0x00000000	939	1.3792e-05
0.336647992	04	43016	162.247.241.14	0	952	0	0x00000000_0x00000000	1016	1.4416e-05
0.336300796	ca	addresses"	443	0	2048	0	0x00000000_0x00000000	2048	3.552e-06
0.341153153	04	43018	162.247.241.14	0	1119	0	0x00000000_0x00000000	1183	6.7968e-05
0.340907292	ca	addresses"	443	0	2048	0	0x00000000_0x00000000	2048	5.024e-06
0.646610930	04	43020	162.247.241.14	0	1396	0	0x00000000_0x00000000	1460	6.1568e-05
0.646385664	ca	addresses"	443	0	2048	0	0x00000000_0x00000000	2048	2.0352e-05
1.341801948	04	42986	162.247.241.14	0	1154	0	0x00000000_0x00000000	1154	0.04722534
0.329919162	ca	addresses"	443	0	1268	0	0x00000000_0x00000000	1268	9.696e-06
5.503867756	04	56764	108.139.110.118	124.6667	269.4622	0.6115409	8	64142.14	0.01257594
5.491519161	us	10.49.10.60	04	67.33334	81.4873	0.9152532	6	68091.52	1.216267
5.825874153	04	59782	162.247.241.14	0	1154	0	0x00000000_0x00000000	1154	0.05376427
5.772057860	ca	addresses"	443	0	218	0	0x00000000_0x00000000	218	2.3856e-05
89.613349183	04	54462	40.71.11.167	0	0	46.66799	1308733318	501	41.27501
89.613217445	us	443	10.49.10.60	0	0	46.84102	3684489866	16385	46.70906
0.323569651	04	59354	162.247.241.14	0	1460	0	0x00000000_0x00000000	2281	0.04807459
0.323682670	ca	addresses"	443	0	895	0	0x00000000_0x00000000	895	4.9536e-05
0.332434160	04	59344	162.247.241.14	0	1154	0	0x00000000_0x00000000	1154	3.1232e-05
0.332828779	ca	addresses"	443	0	871	0	0x00000000_0x00000000	895	6.0576e-05
0.514413315	04	59360	162.247.241.14	0	1460	0	0x00000000_0x00000000	8299	4.4672e-05
0.514452576	ca	addresses"	443	0	2048	0	0x00000000_0x00000000	2048	4.5248e-05
120.252533390	04	47960	95.101.93.91	670	11.58929	58.92773	2679561202	64240	2.302237
120.252557896	fr	443	10.49.10.60	4380	1392.966	59.00435	3250614282	64240	58.96982
115.675869217	04	60274	23.212.191.102	431	25.35294	10.24392	3625065652	64240	0.03749363
115.641562586	us	80	10.49.10.60	888	59.2	10.244	1162386881	64240	10.20993
111.758762364	04	32898	34.117.188.166	39	17.625	58.3046	4105584817	501	0.04892454
111.710258086	us	443	10.49.10.60	39	15.6	58.3982	3507554094	1049	58.34984
120.777497385	04	43134	140.82.114.25	18.42857	15.28568	17.25393	5	245.49	13.34179
120.780625733	us	10.49.10.60	04	13	13.29617	13.42007	8	49	0.2587533
1.411892162	04	47466	140.82.113.26	166	308.1084	0.09412614	12	31409.18	0.05845671
1.314361693	us	10.49.10.60	04	355.25	451.909	0.1095301	8	49996.64	0.1214352
0.000000000	02	ff02::1:3	10	26	26	0	0	0	0
0.000000000	04	53119	224.0.0.252	0	26	0	0_0	0	0
0.004021894	02	ff02::fb	10	14.85298	0	0.0007413269	0	0	0
0.004288159	04	5353	224.0.0.251	51	14.85298	0.00107204	0	0	0
0.033150977	02	ff02::16	10	20	0	0.005525163	0	0	0
0.062162023	04	0	224.0.0.22	8	0	0.01036034	0	0	0
0.000320643	02	ff02::fb	10	13.43503	0	0.0001133644	0	0	0
0.000000000	02	ff02::1:3	10	26	26	0	0	0	0
0.000000000	04	53120	224.0.0.252	0	26	0	0_0	0	0
