duration	srcIP	srcPort	dstIP	avePktSize	stdPktSize	aveIAT	tcpPSeqCnt	tcpAveWinSz	tcpRTTAckTripAve
0.000691899	04	5353	224.0.0.251	51	13.43503	0.0003459495	0	0	0
0.601373119	04	0	224.0.0.22	8	0	0.3006866	0	0	0
0.510966762	02	ff02::16	10	24	7.155417	0.1021934	0	0	0
0.000000000	02	ff02::fb	10	0	0	0	0	0	0
0.000000000	04	5353	224.0.0.251	118	0	0	0	0	0
0.000016987	04	38377	10.54.0.155	45	45	1.6987e-05	0	0	0.1653128
0.164542811	04	53	10.49.10.60	73	67	0.1645428	0	0	0
0.000000000	04	52106	10.54.0.155	45	45	0	0	0	0.1645272
0.000000000	04	53	10.49.10.60	61	61	0	0	0	0
0.000000000	02	ff02::fb	10	0	0	0	0	0	0
0.000000000	04	5353	224.0.0.251	118	0	0	0	0	0
2.281777955	04	137	10.49.255.255	68	68	0.7635697	0	0	0
0.000000000	04	44509	10.54.0.155	34	34	0	0	0	0.05636424
0.000000000	04	53	10.49.10.60	182	182	0	0	0	0
0.000008062	04	46141	10.54.0.155	34	34	8.062e-06	0	0	0.04983216
0.049216995	04	53	10.49.10.60	91	85	0.049217	0	0	0
0.000008020	04	47874	10.54.0.155	36	36	8.02e-06	0	0	0.00078328
0.000073887	04	53	10.49.10.60	164	143.5	7.3887e-05	0	0	0
0.000001086	04	44615	10.54.0.155	31	31	1.086e-06	0	0	0.06088018
0.059464195	04	53	10.49.10.60	155	122	0.0594642	0	0	0
0.000025312	04	37963	10.54.0.155	36	36	2.5312e-05	0	0	0.06267913
0.007360469	04	53	10.49.10.60	292	268	0.007360469	0	0	0
0.000006453	04	51893	10.54.0.155	28	28	6.453e-06	0	0	0.05930514
0.002431014	04	53	10.49.10.60	158	135.5	0.002431014	0	0	0
0.000004627	04	37051	10.54.0.155	28	28	4.627e-06	0	0	0.1131884
0.060830206	04	53	10.49.10.60	117	109	0.06083021	0	0	0
0.000004279	04	47558	10.54.0.155	32	32	4.279e-06	0	0	0.05665331
0.001190305	04	53	10.49.10.60	131	99	0.001190305	0	0	0
0.000007059	04	50600	10.54.0.155	36	36	7.059e-06	0	0	0.110939
0.108831832	04	53	10.49.10.60	90	84	0.1088318	0	0	0
0.000004564	04	32983	10.54.0.155	34	34	4.564e-06	0	0	0.006315264
0.004219135	04	53	10.49.10.60	91	85	0.004219135	0	0	0
0.000004918	04	54951	10.54.0.155	38	38	4.918e-06	0	0	0.05735962
0.005829418	04	53	10.49.10.60	195	171	0.005829418	0	0	0
0.000003174	04	36962	10.54.0.155	38	38	3.174e-06	0	0	0.001383344
0.000135256	04	53	10.49.10.60	66	60	0.000135256	0	0	0
0.000005840	04	57784	10.54.0.155	36	36	5.84e-06	0	0	0.0630752
0.006792766	04	53	10.49.10.60	171	159	0.006792766	0	0	0
0.000004674	04	37482	10.54.0.155	32	32	4.674e-06	0	0	0.001653136
0.000085691	04	53	10.49.10.60	60	54	8.5691e-05	0	0	0
0.001263394	04	35553	10.54.0.155	39	39	0.001263394	0	0	0.001573136
0.001610874	04	53	10.49.10.60	67	61	0.001610874	0	0	3.7744e-05
0.000000000	04	42425	10.54.0.155	33	33	0	0	0	0.05317618
0.000000000	04	53	10.49.10.60	97	97	0	0	0	0
0.000000000	04	36921	10.54.0.155	37	37	0	0	0	0.06044682
0.000000000	04	53	10.49.10.60	183	183	0	0	0	0
0.000000000	04	46532	10.54.0.155	38	38	0	0	0	0.05539456
0.000000000	04	53	10.49.10.60	178	178	0	0	0	0
0.000000000	04	55340	10.54.0.155	43	43	0	0	0	0.000555168
0.000000000	04	53	10.49.10.60	59	59	0	0	0	0
0.000000000	04	47589	10.54.0.155	42	42	0	0	0	0.000559344
0.000000000	04	53	10.49.10.60	58	58	0	0	0	0
0.000000000	04	49923	10.54.0.155	48	48	0	0	0	0.05443557
0.000000000	04	53	10.49.10.60	64	64	0	0	0	0
0.000012380	04	43496	10.54.0.155	34	34	1.238e-05	0	0	0.06117421
0.060522564	04	53	10.49.10.60	342	262	0.06052256	0	0	0
0.000009548	04	58851	10.54.0.155	33	33	9.548e-06	0	0	0.06342854
0.002490953	04	53	10.49.10.60	156	144	0.002490953	0	0	0
0.000010385	04	50596	10.54.0.155	42	42	1.0385e-05	0	0	0.000576256
0.000052166	04	53	10.49.10.60	70	64	5.2166e-05	0	0	0
0.000012080	04	58890	10.54.0.155	33	33	1.208e-05	0	0	0.000685216
0.000097775	04	53	10.49.10.60	159	138	9.7775e-05	0	0	0
0.000022984	04	50091	10.54.0.155	63	63	2.2984e-05	0	0	0.0537904
0.053186674	04	53	10.49.10.60	159	149.5	0.05318667	0	0	0
0.000009515	04	43238	10.54.0.155	47	47	9.515e-06	0	0	0.00058016
0.000078513	04	53	10.49.10.60	75	69	7.8513e-05	0	0	0
0.000000000	04	32813	10.54.0.155	47	47	0	0	0	0.000459072
0.000000000	04	53	10.49.10.60	63	63	0	0	0	0
0.000009738	04	59230	10.54.0.155	36	36	9.738e-06	0	0	0.000975168
0.000284622	04	53	10.49.10.60	292	268	0.000284622	0	0	0
0.000000000	04	46978	10.54.0.155	36	36	0	0	0	0.000597344
0.000000000	04	53	10.49.10.60	244	244	0	0	0	0
0.000005671	04	54815	10.54.0.155	33	33	5.671e-06	0	0	0.05947235
0.058883674	04	53	10.49.10.60	145	121	0.05888367	0	0	0
0.000000000	04	52892	10.54.0.155	33	33	0	0	0	0.000593664
0.000000000	04	53	10.49.10.60	97	97	0	0	0	0
0.000004886	04	45983	10.54.0.155	37	37	4.886e-06	0	0	0.05701466
0.056331796	04	53	10.49.10.60	343	263	0.05633179	0	0	0
0.000005101	04	60680	10.54.0.155	38	38	5.101e-06	0	0	0.000843968
0.000000237	04	53	10.49.10.60	195	186.5	2.37e-07	0	0	0
0.000011812	04	46856	10.54.0.155	34	34	1.1812e-05	0	0	0.000876544
0.000223748	04	53	10.49.10.60	342	262	0.000223748	0	0	0
0.000000000	04	50711	10.54.0.155	34	34	0	0	0	0.000755776
0.000000000	04	53	10.49.10.60	182	182	0	0	0	0
0.000012348	04	55085	10.54.0.155	43	43	1.2348e-05	0	0	0.168889
0.168233196	04	53	10.49.10.60	71	65	0.1682332	0	0	0
0.000000000	04	41046	10.54.0.155	43	43	0	0	0	0.000559936
0.000000000	04	53	10.49.10.60	59	59	0	0	0	0
0.000007912	04	52780	10.54.0.155	42	42	7.912e-06	0	0	0.000712008
0.000000610	04	53	10.49.10.60	70	64	6.1e-07	0	0	0
0.000008777	04	49412	10.54.0.155	39	39	8.777e-06	0	0	0.000940248
0.000044164	04	53	10.49.10.60	67	61	4.4164e-05	0	0	0
0.000009467	04	55527	10.54.0.155	48	48	9.467e-06	0	0	0.00063304
0.000065415	04	53	10.49.10.60	76	70	6.5415e-05	0	0	0
0.000006739	04	57746	10.54.0.155	34	34	6.739e-06	0	0	0.06579267
0.004437416	04	53	10.49.10.60	337	257	0.004437416	0	0	0
0.000000000	04	47966	10.54.0.155	34	34	0	0	0	0.06526507
0.000000000	04	53	10.49.10.60	177	177	0	0	0	0
0.000008134	04	54299	10.54.0.155	38	38	8.134e-06	0	0	0.05910191
0.001508181	04	53	10.49.10.60	304	200	0.001508181	0	0	0
0.000000000	04	43957	10.54.0.155	32	32	0	0	0	0.000562336
0.000000000	04	53	10.49.10.60	48	48	0	0	0	0
0.000539820	04	50639	10.54.0.155	32	32	0.00053982	0	0	0.000518048
0.000422981	04	53	10.49.10.60	60	54	0.000422981	0	0	2.176e-05
0.000007341	04	41999	10.54.0.155	38	38	7.341e-06	0	0	0.000766432
0.000112928	04	53	10.49.10.60	195	171	0.000112928	0	0	0
0.000008452	04	49559	10.54.0.155	28	28	8.452e-06	0	0	0.0006136
0.000098635	04	53	10.49.10.60	163	140	9.8635e-05	0	0	0
0.000009156	04	60831	10.54.0.155	38	38	9.156e-06	0	0	0.06245123
0.012551048	04	53	10.49.10.60	98	92	0.01255105	0	0	0
0.000010903	04	58201	10.54.0.155	38	38	1.0903e-05	0	0	4.219885
4.166001547	04	53	10.49.10.60	310	293	4.166001	0	0	0
0.000006835	04	37440	10.54.0.155	31	31	6.835e-06	0	0	0.000678592
0.000081374	04	53	10.49.10.60	155	122	8.1374e-05	0	0	0
0.000008491	04	52526	10.54.0.155	45	45	8.491e-06	0	0	0.3888895
0.224672919	04	53	10.49.10.60	82	74	0.2246729	0	0	0
0.000000000	04	39745	10.54.0.155	45	45	0	0	0	0.1640454
0.000000000	04	53	10.49.10.60	82	82	0	0	0	0
0.000010480	04	46578	10.54.0.155	36	36	1.048e-05	0	0	0.05571546
0.055006783	04	53	10.49.10.60	101	100.5	0.05500678	0	0	0
0.000000000	04	39517	10.54.0.155	36	36	0	0	0	0.000675328
0.000000000	04	53	10.49.10.60	100	100	0	0	0	0
0.000000000	04	53699	10.54.0.155	38	38	0	0	0	3.945797
0.000000000	04	53	10.49.10.60	310	310	0	0	0	0
3.066864139	02	ff02::c	10	0	0	1.0843	0	0	0
0.000008276	04	44182	10.54.0.155	29	29	8.276e-06	0	0	0.001164672
0.000097790	04	53	10.49.10.60	162	139	9.779e-05	0	0	0
0.000008125	04	49977	10.54.0.155	41	41	8.125e-06	0	0	0.000953408
0.000195974	04	53	10.49.10.60	198	174	0.000195974	0	0	0
0.000000000	04	53841	10.54.0.155	41	41	0	0	0	0.000711744
0.000000000	04	53	10.49.10.60	150	150	0	0	0	0
0.000763614	04	40102	10.54.0.155	32	32	0.000763614	0	0	0.000737664
0.000493216	04	53	10.49.10.60	131	128	0.000493216	0	0	2.592e-05
3.129359994	04	51529	239.255.255.250	137	135.6667	3.004454	0	0	0
0.000001237	04	39514	10.54.0.155	34	34	1.237e-06	0	0	0.000752384
0.000067028	04	53	10.49.10.60	99	98.5	6.7028e-05	0	0	0
0.000008288	04	38084	10.54.0.155	45	45	8.288e-06	0	0	0.000640128
0.000116671	04	53	10.49.10.60	73	67	0.000116671	0	0	0
0.000000000	04	47554	10.54.0.155	45	45	0	0	0	0.000660672
0.000000000	04	53	10.49.10.60	61	61	0	0	0	0
0.000008225	04	36469	10.54.0.155	35	35	8.225e-06	0	0	0.000694912
0.000000237	04	53	10.49.10.60	63	57	2.37e-07	0	0	0
0.000000000	04	60210	10.54.0.155	35	35	0	0	0	0.000721088
0.000000000	04	53	10.49.10.60	51	51	0	0	0	0
0.000000000	02	ff02::fb	10	0	0	0	0	0	0
0.000000000	04	5353	224.0.0.251	45	0	0	0	0	0
4.000554923	02	ff02::2	10	8	0	2.000278	0	0	0
0.000012138	04	53284	10.54.0.155	38	38	1.2138e-05	0	0	0.1050314
0.104420426	04	53	10.49.10.60	66	60	0.1044204	0	0	0
0.000007496	04	58203	10.54.0.155	45	45	7.496e-06	0	0	0.1125783
0.004829071	04	53	10.49.10.60	73	67	0.004829071	0	0	0
0.000000000	04	40608	10.54.0.155	45	45	0	0	0	0.1072927
0.000000000	04	53	10.49.10.60	61	61	0	0	0	0
0.000000984	04	55587	10.54.0.155	35	35	9.840001e-07	0	0	0.000739724
0.000051056	04	53	10.49.10.60	63	57	5.1056e-05	0	0	0
0.000774535	04	58781	10.54.0.155	33	33	0.000774535	0	0	0.000747744
0.000493944	04	53	10.49.10.60	61	55	0.000493944	0	0	2.6792e-05
0.000000000	04	34605	10.54.0.155	38	38	0	0	0	0.000594424
0.000000000	04	53	10.49.10.60	54	54	0	0	0	0
0.000010774	04	51227	10.54.0.155	50	50	1.0774e-05	0	0	0.05717354
0.002956047	04	53	10.49.10.60	193	181	0.002956047	0	0	0
0.000000000	04	58353	10.54.0.155	50	50	0	0	0	0.05360528
0.000000000	04	53	10.49.10.60	169	169	0	0	0	0
0.000010569	04	51608	10.54.0.155	28	28	1.0569e-05	0	0	0.000827424
0.000104253	04	53	10.49.10.60	158	135.5	0.000104253	0	0	0
0.000011253	04	41496	10.54.0.155	35	35	1.1253e-05	0	0	0.000816
0.000146629	04	53	10.49.10.60	198	174	0.000146629	0	0	0
0.000000000	04	36335	10.54.0.155	35	35	0	0	0	0.00079264
0.000000000	04	53	10.49.10.60	150	150	0	0	0	0
0.000014172	04	40238	10.54.0.155	36	36	1.4172e-05	0	0	0.05858105
0.057722876	04	53	10.49.10.60	95	89.5	0.05772288	0	0	0
0.000000000	04	44081	10.54.0.155	36	36	0	0	0	0.05727248
0.000000000	04	53	10.49.10.60	84	84	0	0	0	0
0.000000000	04	34923	10.54.0.155	32	32	0	0	0	0.04893146
0.000000000	04	53	10.49.10.60	96	96	0	0	0	0
0.000010352	04	43314	10.54.0.155	40	40	1.0352e-05	0	0	0.1135467
0.056085725	04	53	10.49.10.60	108	92	0.05608572	0	0	0
0.000000000	04	37493	10.54.0.155	40	40	0	0	0	0.05685965
0.000000000	04	53	10.49.10.60	108	108	0	0	0	0
0.049589687	04	55657	10.54.0.155	32	32	0.04958969	0	0	0.04953814
0.000742679	04	53	10.49.10.60	113	104.5	0.000742679	0	0	5.152e-05
0.000008156	04	49016	10.54.0.155	35	35	8.156e-06	0	0	0.05936723
0.006715240	04	53	10.49.10.60	119	101	0.00671524	0	0	0
0.000000000	04	49897	10.54.0.155	35	35	0	0	0	0.05240445
0.000000000	04	53	10.49.10.60	83	83	0	0	0	0
0.000010347	04	51955	10.54.0.155	36	36	1.0347e-05	0	0	0.06211888
0.001549712	04	53	10.49.10.60	120	102	0.001549712	0	0	0
0.000000000	04	42977	10.54.0.155	36	36	0	0	0	0.0599393
0.000000000	04	53	10.49.10.60	84	84	0	0	0	0
0.000006664	04	44822	10.54.0.155	38	38	6.664e-06	0	0	0.05914928
0.002975373	04	53	10.49.10.60	135	120.5	0.002975373	0	0	0
0.000005697	04	38164	10.54.0.155	40	40	5.697e-06	0	0	0.1026158
0.037169063	04	53	10.49.10.60	134	126	0.03716907	0	0	0
0.000009128	04	49755	10.54.0.155	40	40	9.128e-06	0	0	0.05022589
0.000884634	04	53	10.49.10.60	122	89	0.000884634	0	0	0
0.000526829	04	45165	10.54.0.155	39	39	0.000526829	0	0	0.000490368
0.000428348	04	53	10.49.10.60	67	61	0.000428348	0	0	3.6448e-05
0.000007890	04	54870	10.54.0.155	41	41	7.89e-06	0	0	0.1143096
0.055679920	04	53	10.49.10.60	144	112	0.05567992	0	0	0
0.000007428	04	47477	10.54.0.155	49	49	7.428e-06	0	0	0.000629984
0.000071134	04	53	10.49.10.60	77	71	7.1134e-05	0	0	0
0.000019898	04	42379	10.54.0.155	28	28	1.9898e-05	0	0	0.1144208
0.113666760	04	53	10.49.10.60	91	85	0.1136668	0	0	0
0.000012722	04	34810	10.54.0.155	47	47	1.2722e-05	0	0	0.06170208
0.002707843	04	53	10.49.10.60	271	191	0.002707843	0	0	0
0.000007518	04	33401	10.54.0.155	43	43	7.518e-06	0	0	0.05383827
0.000771594	04	53	10.49.10.60	201	177	0.000771594	0	0	0
0.000001482	04	51171	10.54.0.155	38	38	1.482e-06	0	0	0.000985096
0.000345296	04	53	10.49.10.60	98	76	0.000345296	0	0	0
0.000015456	04	38380	10.54.0.155	30	30	1.5456e-05	0	0	0.0529507
0.051604512	04	53	10.49.10.60	78	77.5	0.05160451	0	0	0
0.000006700	04	44568	10.54.0.155	34	34	6.7e-06	0	0	0.05694507
0.055102659	04	53	10.49.10.60	295	199	0.05510266	0	0	0
0.000005894	04	39811	10.54.0.155	36	36	5.894e-06	0	0	0.05395493
0.053154997	04	53	10.49.10.60	164	143.5	0.053155	0	0	0
0.000004621	04	46240	10.54.0.155	35	35	4.621e-06	0	0	4.005086
3.948861348	04	53	10.49.10.60	128	97.5	3.948861	0	0	0
0.000004959	04	51705	10.54.0.155	39	39	4.959e-06	0	0	0.05501279
0.053466324	04	53	10.49.10.60	121	88	0.05346632	0	0	0
0.000004496	04	49859	10.54.0.155	34	34	4.496e-06	0	0	0.00165548
0.000152845	04	53	10.49.10.60	99	98.5	0.000152845	0	0	0
0.000005203	04	58376	10.54.0.155	30	30	5.203e-06	0	0	0.0584384
0.002023396	04	53	10.49.10.60	86	74	0.002023396	0	0	0
0.000004233	04	36491	10.54.0.155	38	38	4.233e-06	0	0	0.00200212
0.000000287	04	53	10.49.10.60	166	142.5	2.87e-07	0	0	0
0.000011041	04	56657	10.54.0.155	48	48	1.1041e-05	0	0	0.05752354
0.005836881	04	53	10.49.10.60	215	167	0.005836881	0	0	0
0.000007350	04	42782	10.54.0.155	42	42	7.35e-06	0	0	0.000847816
0.000049614	04	53	10.49.10.60	154	130.5	4.9614e-05	0	0	0
0.000006005	04	48951	10.54.0.155	28	28	6.005e-06	0	0	4.049905
3.998594015	04	53	10.49.10.60	62	54	3.998594	0	0	0
0.000004838	04	54271	10.54.0.155	46	46	4.838e-06	0	0	0.1090381
0.002795657	04	53	10.49.10.60	106	84	0.002795657	0	0	0
0.000000000	04	41198	10.54.0.155	45	45	0	0	0	0.000794736
0.000000000	04	53	10.49.10.60	61	61	0	0	0	0
0.000005763	04	58804	10.54.0.155	46	46	5.763e-06	0	0	0.05796985
0.006590471	04	53	10.49.10.60	131	115	0.006590471	0	0	0
0.000006889	04	48245	10.54.0.155	29	29	6.889e-06	0	0	0.000637584
0.000051956	04	53	10.49.10.60	57	51	5.1956e-05	0	0	0
0.055554461	04	46995	10.54.0.155	29	29	0.05555446	0	0	0.05550658
0.000634502	04	53	10.49.10.60	89	83	0.000634502	0	0	4.7888e-05
0.000001045	04	42852	10.54.0.155	42	42	1.045e-06	0	0	0.001048176
0.000107261	04	53	10.49.10.60	154	130.5	0.000107261	0	0	0
0.000007240	04	54196	10.54.0.155	48	48	7.24e-06	0	0	0.001331536
0.000375186	04	53	10.49.10.60	215	167	0.000375186	0	0	0
0.000005756	04	41683	10.54.0.155	28	28	5.756e-06	0	0	3.986875
3.984924918	04	53	10.49.10.60	62	54	3.984925	0	0	0
0.000004103	04	52032	10.54.0.155	46	46	4.103e-06	0	0	0.00137352
0.000113971	04	53	10.49.10.60	162	146.5	0.000113971	0	0	0
0.000004925	04	37859	10.54.0.155	45	45	4.925e-06	0	0	0.001227152
0.000080321	04	53	10.49.10.60	73	67	8.0321e-05	0	0	0
0.000003462	04	51379	10.54.0.155	44	44	3.462e-06	0	0	0.1045685
0.049799677	04	53	10.49.10.60	100	92	0.04979968	0	0	0
0.000003757	04	51456	10.54.0.155	46	46	3.757e-06	0	0	0.04589984
0.002750006	04	53	10.49.10.60	106	84	0.002750006	0	0	0
0.000003315	04	38925	10.54.0.155	43	43	3.315e-06	0	0	0.1714098
0.058935768	04	53	10.49.10.60	100	79.5	0.05893577	0	0	0
0.000004542	04	39120	10.54.0.155	43	43	4.542e-06	0	0	0.001971088
0.000000139	04	53	10.49.10.60	71	65	1.39e-07	0	0	0
0.000003246	04	53458	10.54.0.155	37	37	3.246e-06	0	0	0.06089045
0.004815788	04	53	10.49.10.60	65	59	0.004815788	0	0	0
0.000004631	04	56173	10.54.0.155	44	44	4.631e-06	0	0	0.05508384
0.004320387	04	53	10.49.10.60	96	78	0.004320387	0	0	0
0.000003166	04	50696	10.54.0.155	40	40	3.166e-06	0	0	0.1063894
0.053238293	04	53	10.49.10.60	147	131	0.05323829	0	0	0
0.000003194	04	47711	10.54.0.155	32	32	3.194e-06	0	0	0.05741827
0.001570375	04	53	10.49.10.60	103	75.5	0.001570375	0	0	0
0.000004676	04	54406	10.54.0.155	48	48	4.676e-06	0	0	0.06191578
0.004131965	04	53	10.49.10.60	208	180.5	0.004131965	0	0	0
0.000003572	04	45980	10.54.0.155	42	42	3.572e-06	0	0	0.2165473
0.213768829	04	53	10.49.10.60	123	114.5	0.2137688	0	0	0
0.002939621	04	58218	10.54.0.155	47	47	0.002939621	0	0	0.00291128
0.000620424	04	53	10.49.10.60	75	69	0.000620424	0	0	2.8336e-05
0.000009859	04	40929	10.54.0.155	36	36	9.859e-06	0	0	0.00074608
0.000082771	04	53	10.49.10.60	90	84	8.2771e-05	0	0	0
0.000000000	04	43656	10.54.0.155	36	36	0	0	0	0.000766608
0.000000000	04	53	10.49.10.60	78	78	0	0	0	0
0.000006063	04	58407	10.54.0.155	38	38	6.063e-06	0	0	0.000612048
0.000127419	04	53	10.49.10.60	66	60	0.000127419	0	0	0
0.000000000	04	37344	10.54.0.155	38	38	0	0	0	0.000466832
0.000000000	04	53	10.49.10.60	54	54	0	0	0	0
0.000009655	04	42077	10.54.0.155	35	35	9.655e-06	0	0	0.1106018
0.055805465	04	53	10.49.10.60	156	148	0.05580546	0	0	0
0.000000000	04	39401	10.54.0.155	43	43	0	0	0	0.000543968
0.000000000	04	53	10.49.10.60	59	59	0	0	0	0
0.000015757	04	55127	10.54.0.155	35	35	1.5757e-05	0	0	0.00089824
0.000059868	04	53	10.49.10.60	63	57	5.9868e-05	0	0	0
0.000006215	04	37287	10.54.0.155	42	42	6.215e-06	0	0	0.1053414
0.104828358	04	53	10.49.10.60	70	64	0.1048284	0	0	0
0.000009311	04	54626	10.54.0.155	45	45	9.311e-06	0	0	0.05131368
0.050756397	04	53	10.49.10.60	73	67	0.05075639	0	0	0
0.000000000	04	55416	10.54.0.155	45	45	0	0	0	0.000655136
0.000000000	04	53	10.49.10.60	61	61	0	0	0	0
0.000000000	04	55985	10.49.255.255	50	50	0	0	0	0
0.000000000	04	138	10.49.255.255	201	201	0	0	0	0
0.000000000	04	35908	10.49.255.255	50	50	0	0	0	0
0.000000000	04	60861	10.49.255.255	50	50	0	0	0	0
0.025039430	02	ff02::16	10	26.66667	7.698003	0.008346477	0	0	0
0.000000000	02	ff02::1:3	10	26	26	0	0	0	0
0.000000000	04	62992	224.0.0.252	0	26	0	0_0	0	0
0.002410079	02	ff02::fb	10	15.83333	0	0.0004851591	0	0	0
0.003264703	04	5353	224.0.0.251	51	15.83333	0.0008161758	0	0	0
12.267901210	04	0	224.0.0.22	8	0	2.044651	0	0	0
0.048098942	04	40614	142.251.132.238	39	15.75	0.04776774	3413021422	501	0.04774656
0.000078073	us	443	10.49.10.60	0	0	7.8029e-05	3444453239	1039	2.12e-05
0.000008190	04	41865	10.54.0.155	33	33	8.19e-06	0	0	0.000677176
0.000058996	04	53	10.49.10.60	61	55	5.8996e-05	0	0	0
0.000007879	04	35379	10.54.0.155	43	43	7.879e-06	0	0	0.00063044
0.000063840	04	53	10.49.10.60	71	65	6.384e-05	0	0	0
0.578951080	04	33434	172.217.28.129	673	72.5	0.3126294	2669948130	64240	0.3126195
0.531020235	us	443	10.49.10.60	1412	476.6	0.312705	2462113466	65535	0.02262227
0.000008077	04	42967	10.54.0.155	37	37	8.077e-06	0	0	0.05881438
0.003500917	04	53	10.49.10.60	219	213	0.003500917	0	0	0
3.004795905	04	56927	239.255.255.250	173	173	1.002174	0	0	0
0.000015899	04	56640	10.54.0.155	33	33	1.5899e-05	0	0	0.1017907
0.051881380	04	53	10.49.10.60	89	69	0.05188138	0	0	0
0.000008136	04	51948	10.54.0.155	39	39	8.136e-06	0	0	0.1136143
0.008623809	04	53	10.49.10.60	295	197	0.008623809	0	0	0
0.000000000	04	64310	224.0.0.251	37	0	0	0	0	0
0.000007736	04	49685	10.54.0.155	31	31	7.736e-06	0	0	0.1059065
0.007723490	04	53	10.49.10.60	59	53	0.00772349	0	0	0
0.000007602	04	58033	10.54.0.155	45	45	7.602e-06	0	0	0.174313
0.068284507	04	53	10.49.10.60	102	96	0.0682845	0	0	0
0.000008951	04	49075	10.54.0.155	46	46	8.951e-06	0	0	0.000751616
0.000066286	04	53	10.49.10.60	106	84	6.6286e-05	0	0	0
0.000006562	04	35334	10.54.0.155	43	43	6.562e-06	0	0	0.000994816
0.000438750	04	53	10.49.10.60	100	79.5	0.00043875	0	0	0
0.000001125	04	53320	10.54.0.155	32	32	1.125e-06	0	0	0.00072464
0.000000346	04	53	10.49.10.60	113	104.5	3.46e-07	0	0	0
0.000004694	04	57793	10.54.0.155	36	36	4.694e-06	0	0	0.1054601
0.054508104	04	53	10.49.10.60	105	97	0.0545081	0	0	0
0.000781380	04	34293	10.54.0.155	40	40	0.00078138	0	0	0.000753376
0.000601427	04	53	10.49.10.60	137	122.5	0.000601427	0	0	2.8e-05
0.000000000	04	48762	10.54.0.155	38	38	0	0	0	0.000731104
0.000000000	04	53	10.49.10.60	96	96	0	0	0	0
0.000000000	04	35489	10.54.0.155	38	38	0	0	0	0.06244755
0.000000000	04	53	10.49.10.60	310	310	0	0	0	0
0.000003596	04	39034	10.54.0.155	31	31	3.596e-06	0	0	0.001122176
0.000463722	04	53	10.49.10.60	155	122	0.000463722	0	0	0
0.000004211	04	39167	10.54.0.155	32	32	4.211e-06	0	0	0.05613843
0.005036870	04	53	10.49.10.60	131	99	0.00503687	0	0	0
0.000000000	04	60912	10.54.0.155	36	36	0	0	0	0.000929632
0.000000000	04	53	10.49.10.60	164	164	0	0	0	0
0.014225811	02	ff02::16	10	26.66667	7.698003	0.004741937	0	0	0
0.000000000	02	ff02::1:3	10	26	26	0	0	0	0
0.000000000	04	50885	224.0.0.252	0	26	0	0_0	0	0
0.008465217	04	5353	224.0.0.251	51	14.85298	0.002116304	0	0	0
0.008260429	02	ff02::fb	10	14.85298	0	0.001901047	0	0	0
22.003542213	04	0	224.0.0.22	9.6	2.862167	4.400709	0	0	0
0.000010225	04	51212	10.54.0.155	38	38	1.0225e-05	0	0	0.1080357
0.053641355	04	53	10.49.10.60	99	91	0.05364136	0	0	0
0.000014019	04	43497	10.54.0.155	35	35	1.4019e-05	0	0	0.05442048
0.002247973	04	53	10.49.10.60	98	92	0.002247973	0	0	0
0.000014590	04	49991	10.54.0.155	41	41	1.459e-05	0	0	0.05579063
0.006267061	04	53	10.49.10.60	106	81.5	0.006267061	0	0	0
0.000013162	04	41115	10.54.0.155	33	33	1.3162e-05	0	0	0.06365485
0.006957140	04	53	10.49.10.60	156	144	0.00695714	0	0	0
20.504167917	04	38427	142.251.129.65	1357	1357	9.679104	0	0	0
3.002406681	04	37239	239.255.255.250	173	173	1.001223	0	0	0
0.000022821	04	60454	10.54.0.155	38	38	2.2821e-05	0	0	0.1065917
0.105982554	04	53	10.49.10.60	66	60	0.1059825	0	0	0
19.551192259	04	55890	142.250.219.234	1357	1357	9.846541	0	0	0
0.000000000	02	ff02::1:3	10	26	26	0	0	0	0
0.000000000	04	50967	224.0.0.252	0	26	0	0_0	0	0
0.001634820	04	5353	224.0.0.251	51	14.85298	0.000408705	0	0	0
0.001486013	02	ff02::fb	10	14.85298	0	0.0002518021	0	0	0
0.000010314	04	51465	10.54.0.155	82	82	1.0314e-05	0	0	0.1681045
0.063525624	04	53	10.49.10.60	153	147	0.06352562	0	0	0
0.062834435	02	ff02::16	10	20	0	0.02094481	0	0	0
0.000008105	04	47061	10.54.0.155	47	47	8.105e-06	0	0	0.00074784
0.000000227	04	53	10.49.10.60	75	69	2.27e-07	0	0	0
0.506764946	04	54994	172.217.29.98	677	62.42857	0.1898794	3955527355	64240	0.103125
0.453550539	us	443	10.49.10.60	1412	453.7273	0.2423259	3488835570	65535	0.1910948
0.000000000	04	138	10.49.255.255	201	201	0	0	0	0
0.000001145	04	40289	10.54.0.155	47	47	1.145e-06	0	0	0.000973264
0.000270229	04	53	10.49.10.60	271	191	0.000270229	0	0	0
0.000009714	04	41383	10.54.0.155	35	35	9.714e-06	0	0	0.000970592
0.000130904	04	53	10.49.10.60	63	57	0.000130904	0	0	0
0.000007350	04	33580	10.54.0.155	34	34	7.35e-06	0	0	0.0587096
0.000948440	04	53	10.49.10.60	91	85	0.00094844	0	0	0
0.000007520	04	52019	10.54.0.155	32	32	7.52e-06	0	0	0.000890224
0.000075975	04	53	10.49.10.60	113	104.5	7.5975e-05	0	0	0
0.001212889	04	38450	10.54.0.155	40	40	0.001212889	0	0	0.001158432
