%dir	flowInd	flowStat	timeFirst	timeLast	duration	numHdrDesc	numHdrs	hdrDesc	srcMac	dstMac	ethType	vlanID	srcIP	srcIPCC	srcIPOrg	srcPort	dstIP	dstIPCC	dstIPOrg	dstPort	l4Proto	macStat	macPairs	srcMac_dstMac_numP	srcMacLbl_dstMacLbl	dstPortClassN	dstPortClass	numPktsSnt	numPktsRcvd	numBytesSnt	numBytesRcvd	minPktSz	maxPktSz	avePktSize	stdPktSize	minIAT	maxIAT	aveIAT	stdIAT	pktps	bytps	pktAsm	bytAsm	tcpFStat	ipMindIPID	ipMaxdIPID	ipMinTTL	ipMaxTTL	ipTTLChg	ipToS	ipFlags	ipOptCnt	ipOptCpCl_Num	ip6OptCntHH_D	ip6OptHH_D	tcpISeqN	tcpPSeqCnt	tcpSeqSntBytes	tcpSeqFaultCnt	tcpPAckCnt	tcpFlwLssAckRcvdBytes	tcpAckFaultCnt	tcpBFlgtMx	tcpInitWinSz	tcpAveWinSz	tcpMinWinSz	tcpMaxWinSz	tcpWinSzDwnCnt	tcpWinSzUpCnt	tcpWinSzChgDirCnt	tcpWinSzThRt	tcpFlags	tcpAnomaly	tcpOptPktCnt	tcpOptCnt	tcpOptions	tcpMSS	tcpWS	tcpMPTBF	tcpMPF	tcpMPAID	tcpMPDSSF	tcpTmS	tcpTmER	tcpEcI	tcpUtm	tcpBtm	tcpSSASAATrip	tcpRTTAckTripMin	tcpRTTAckTripMax	tcpRTTAckTripAve	tcpRTTAckTripJitAve	tcpRTTSseqAA	tcpRTTAckJitAve	tcpStatesAFlags	icmpStat	icmpTCcnt	icmpBFTypH_TypL_Code	icmpTmGtw	icmpEchoSuccRatio	icmpPFindex	connSip	connDip	connSipDip	connSipDprt	connF	connG	connNumPCnt	connNumBCnt
A	220	0x0400000000004000	1737489589.375946644	1737489590.175646466	0.799699822	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	41524	35.244.232.184	us	"Google LLC"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_13	DellInc,US_-	443	https	13	8	867	5158	0	670	66.69231	148.9006	0	0.3056359	0.06151537	0.0963858	16.2561	1084.157	0.2380952	-0.7121992	0x0a13	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3417429881	12	867	0	12	5158	0	670	64240	64098.85	62336	64256	2	2	3	0	0x011b	0x0000	1	5	0x0000011e	1460	128	0x0000	0x00	0	0x00	3582105058	0	0.004	14328420.912563	1723161169.1371926248	0.04752393	3.4624e-05	0.2975595	0.06754976	0.08013503	0.04756656	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	73	1	9	190	2.60274	21.11111	5166	443370
B	220	0x0400000000004001	1737489589.423470596	1737489590.175613852	0.752143256	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		35.244.232.184	us	"Google LLC"	443	10.49.10.60	04	"Private network"	41524	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_8	-_DellInc,US	443	https	8	13	5158	867	0	2048	644.75	717.7661	0	0.3539737	0.09401791	0.1229777	10.63627	6857.736	-0.2380952	0.7121992	0x0a11	1	62495	119	119	0	0x04	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1480332275	8	5158	0	8	868	0	2048	65535	252295.2	65535	269056	0	1	1	0	0x031b	0x0000	1	6	0x0000001e	1412	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	4.2624e-05	8.088e-06	0.3062511	0.04722663	0.1028595	0.1147764	0.1303906	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	73	8	189	189	23.625	97	27971
A	231	0x0400000000004000	1737489589.814900067	1737489590.421252437	0.606352370	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	41548	35.244.232.184	us	"Google LLC"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_13	DellInc,US_-	443	https	13	8	867	5158	0	670	66.69231	148.9006	0	0.317132	0.04664249	0.07639701	21.43968	1429.862	0.2380952	-0.7121992	0x4a13	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1817702319	12	867	0	12	5158	1	670	64240	64045.09	61952	64256	3	2	4	0	0x011b	0x0008	2	8	0x0000013e	1460	128	0x0000	0x00	0	0x00	3582105497	0	0.004	14328422.668564	1723161167.2482685056	0.05325126	1.2864e-05	0.06973398	0.04263872	0.02237513	0.05327795	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	73	1	7	189	2.589041	27	5183	448904
B	231	0x0400000000004001	1737489589.868151331	1737489590.421240994	0.553089663	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		35.244.232.184	us	"Google LLC"	443	10.49.10.60	04	"Private network"	41548	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_8	-_DellInc,US	443	https	8	13	5158	867	0	2048	644.75	716.5942	0	0.3718267	0.06913621	0.107092	14.4642	9325.793	-0.2380952	0.7121992	0x0a11	1	40873	119	119	0	0x04	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	4081488766	5	5776	1	8	868	0	2048	65535	252295.2	65535	269056	0	1	1	0	0x031b	0x0244	1	6	0x0000001e	1412	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	2.6688e-05	1.1456e-05	0.3174045	0.04902392	0.1066457	0.09166263	0.1089677	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	73	6	188	188	31.33333	97	27971
A	221	0x0400000000004000	1737489589.375999711	1737489590.953715025	1.577715314	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	41540	35.244.232.184	us	"Google LLC"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_15	DellInc,US_-	443	https	15	10	867	5158	0	670	57.8	140.2125	0	1.289112	0.105181	0.2994938	9.507419	549.5288	0.2	-0.7121992	0x4a13	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1244432520	14	867	0	14	5158	1	670	64240	64089.86	62848	64256	3	2	4	0	0x011b	0x0008	2	8	0x0000013e	1460	128	0x0000	0x00	0	0x00	3582105058	0	0.004	14328420.912563	1723161169.1424993248	0.05247046	9.92e-06	0.06929363	0.03385015	0.02538641	0.05253341	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	74	1	5	192	2.594594	38.4	5491	467756
B	221	0x0400000000004001	1737489589.428470183	1737489590.953706759	1.525236576	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		35.244.232.184	us	"Google LLC"	443	10.49.10.60	04	"Private network"	41540	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_10	-_DellInc,US	443	https	10	15	5158	867	0	1412	515.8	451.0503	0	1.342566	0.1525237	0.3718855	6.55636	3381.771	-0.2	0.7121992	0x0a11	1	19335	119	119	0	0x04	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3914513213	7	5794	1	10	868	0	1412	65535	260843.2	65535	269056	0	1	1	0	0x031b	0x0244	1	6	0x0000001e	1412	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	6.2944e-05	3.648e-06	1.289383	0.1721791	0.4147115	0.2060293	0.4154878	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	74	4	191	191	47.75	98	27971
A	346	0x0400000000004000	1737489600.072391063	1737489602.480052170	2.407661107	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	45206	173.194.155.8	us	"Google LLC"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_1025	DellInc,US_-	443	https	1025	1056	1734	1605308	0	971	1.691707	33.75329	0	0.1937618	0.00234894	0.006446625	425.7244	720.201	-0.01489668	-0.997842	0x4a33	0	1	64	64	0	0x04	0x0844	0	0x00_0x00000000	0_0	0x00000000_0x00000000	414982454	999	1734	0	999	1544764	54	1035	64240	391.207	0	2924544	20	920	21	0	0x011f	0x0008	938	2816	0x0000013e	1460	128	0x0000	0x00	0	0x00	2285499082	0	0.004	9141996.762222	1728347604.2909365264	0.04784638	4.864e-06	0.04957779	0.002243221	0.00388093	0.04792225	0	0x52	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	76	1	3	207	2.723684	69	6581	515680
B	346	0x0400000000004001	1737489600.120237447	1737489602.480019335	2.359781888	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		173.194.155.8	us	"Google LLC"	443	10.49.10.60	04	"Private network"	45206	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_1056	-_DellInc,US	443	https	1056	1025	1605308	1734	0	5632	1520.178	519.9081	0	0.2422864	0.00223464	0.007221713	447.499	680278.1	0.01489668	0.997842	0x0a11	1	42329	54	54	0	0x04	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1813884215	767	5825596	6	1056	1735	0	35200	65535	267264	65535	268288	1	1	2	0	0x021a	0x0244	1	6	0x0000001e	1408	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	7.5864e-05	1.728e-06	0.1945045	0.0004415156	0.007986041	0.002684736	0.008879103	0x12	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	76	2	206	206	103	1056	1605308
A	370	0x0400000000004000	1737489602.508824298	1737489602.577426326	0.068602028	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	35744	108.139.134.104	us	"Amazoncom"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_44	DellInc,US_-	443	https	44	53	2329	68617	0	1256	52.93182	211.4786	0	0.01625072	0.001559137	0.003541178	641.3805	33949.43	-0.0927835	-0.9343444	0x4a13	0	1	64	64	0	0x04	0x0844	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1390869449	18	2329	0	18	9011	8	1320	64240	8.597715	0	64256	3	2	4	0	0x011f	0x0008	11	35	0x0000013e	1460	128	0x0000	0x00	0	0x00	269178191	0	0.004	1076712.815141	1736412890.1203016072	0.01255424	6.016e-06	0.01622691	0.001874357	0.004079066	0.0125711	0	0x52	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	76	1	8	205	2.697368	25.625	6660	521433
B	370	0x0400000000004001	1737489602.521378540	1737489602.577409248	0.056030708	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		108.139.134.104	us	"Amazoncom"	443	10.49.10.60	04	"Private network"	35744	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_53	-_DellInc,US	443	https	53	44	68617	2329	0	2006	1294.66	427.764	0	0.01402756	0.001057183	0.002712445	945.9099	1224632	0.0927835	0.9343444	0x0a11	1	41605	246	246	0	0x04	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3693991322	48	118143	0	53	2330	0	34560	65535	71679.99	65535	71680	0	2	1	0	0x021a	0x0240	1	6	0x0000001e	1440	512	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	1.6864e-05	1.856e-06	0.008879424	0.0004618604	0.001792658	0.002336217	0.004455604	0x12	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	76	7	204	204	29.14286	2914	4189195
A	286	0x0400000000004000	1737489590.253352164	1737489602.577544130	12.324191966	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	42690	108.139.134.104	us	"Amazoncom"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_255	DellInc,US_-	443	https	255	467	4602	666044	0	1325	18.04706	139.735	0	8.205836	0.04833016	0.555877	20.69101	373.4119	-0.2936288	-0.9862759	0x4a33	0	1	64	64	0	0x04	0x0844	0	0x00_0x00000000	0_0	0x00000000_0x00000000	80802734	221	4602	0	221	592604	32	1325	64240	8.033235	0	1050112	9	175	10	0	0x011f	0x0008	182	548	0x0000013e	1460	128	0x0000	0x00	0	0x00	269165936	0	0.004	1076663.795139	1736412927.3448922832	0.0125567	2.192e-06	0.2648374	0.001634889	0.01160625	0.0125699	0	0x52	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	76	1	6	203	2.671053	33.83333	6660	521433
B	286	0x0400000000004001	1737489590.265908871	1737489602.577542063	12.311633192	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		108.139.134.104	us	"Amazoncom"	443	10.49.10.60	04	"Private network"	42690	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_467	-_DellInc,US	443	https	467	255	666044	4602	0	2880	1426.218	156.2308	0	8.229935	0.02636323	0.4135644	37.93161	54098.75	0.2936288	0.9862759	0x0a11	1	11388	246	246	0	0x04	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3246946784	384	1611996	3	467	4602	0	47520	65535	75775.99	65535	75776	0	4	1	0	0x021a	0x0244	1	6	0x0000001e	1440	512	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	1.32e-05	1.856e-06	8.205859	0.04624891	0.5558305	0.0478838	0.5559517	0x12	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	76	5	202	202	40.4	2914	4189195
A	325	0x0400000000004000	1737489595.121942592	1737489595.436068403	0.314125811	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	38828	172.217.28.195	us	"Google LLC"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_11	DellInc,US_-	443	https	11	9	860	4779	0	663	78.18182	157.6375	0	0.1046389	0.02855689	0.0308962	35.01782	2737.757	0.1	-0.6949814	0x0a13	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3864869912	10	860	0	10	4779	0	663	64240	64068.07	62592	64256	2	2	3	0	0x011b	0x0000	1	5	0x0000011e	1460	128	0x0000	0x00	0	0x00	125214753	0	0.004	500859.035790	1736988736.1647718712	0.05208789	3.5744e-05	0.1046026	0.04649851	0.02359666	0.05209779	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	80	1	6	210	2.625	35	6996	590720
B	325	0x0400000000004001	1737489595.174030481	1737489595.454625928	0.280595447	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		172.217.28.195	us	"Google LLC"	443	10.49.10.60	04	"Private network"	38828	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_9	-_DellInc,US	443	https	9	11	4779	860	0	2824	531	774.5594	0	0.08359239	0.03117727	0.02836393	32.07465	17031.64	-0.1	0.6949814	0x0a11	1	14865	56	56	0	0x04	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3861087314	9	4779	0	9	860	0	2824	65535	257323.4	65535	269056	0	1	1	0	0x031b	0x0000	1	6	0x0000001e	1412	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	9.904e-06	9.904e-06	0.05031891	0.01398732	0.01587634	0.06048582	0.02844047	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	80	5	209	209	41.8	156	171223
A	239	0x0400000000004000	1737489589.939589385	1737489596.091521211	6.151931826	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	42512	172.217.30.67	us	"Google LLC"	80	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_4	DellInc,US_-	80	http	4	2	0	0	0	0	0	0	0	6.047311	1.537983	2.140146	0.6502023	0	0.3333333	0	0x0a13	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	85665902	3	0	0	3	0	0	0	64240	64250.51	64240	64256	0	1	1	0	0x0113	0x0000	1	5	0x0000011e	1460	128	0x0000	0x00	0	0x00	4026278331	0	0.004	16105114.088952	1721384475.3197563472	0.05215386	0.05215386	0.05241458	0.05228422	9.218306e-05	0.05218445	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	82	1	8	18	0.2195122	2.25	7040	605408
B	239	0x0400000000004001	1737489589.991743200	1737489596.091499603	6.099756403	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		172.217.30.67	us	"Google LLC"	80	10.49.10.60	04	"Private network"	42512	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_2	-_DellInc,US	80	http	2	4	0	0	0	0	0	0	0	6.099756	3.049878	2.15659	0.327882	0	-0.3333333	0	0x0a11	35898	35898	56	56	0	0x04	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3733179911	2	0	0	2	0	0	0	65535	126821.7	65535	269824	0	1	1	0	0x0313	0x3000	1	6	0x0000001e	1412	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	3.0592e-05	2.1608e-05	6.047342	1.511856	2.152845	1.564141	2.152845	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	82	7	17	17	2.428571	21	7224
A	256	0x0400000000004000	1737489590.093628934	1737489596.142408919	6.048779985	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	33848	69.173.146.5	us	"The Rubicon Project"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_16	DellInc,US_-	443	https	16	12	776	4125	0	672	48.5	136.7761	0	5.436851	0.3780488	1.259867	2.645162	128.2903	0.1428571	-0.6833299	0x0a13	37878	1	64	64	0	0x00	0x0844	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1529396639	15	776	0	15	4125	0	672	64240	64082.84	63104	64256	4	2	5	0	0x011b	0x0000	1	5	0x0000011e	1460	128	0x0000	0x00	0	0x00	4287533316	0	0.004	17150134.078588	1720339456.3356033784	0.103109	3.456e-06	0.104691	0.04335494	0.04604943	0.1031242	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	82	1	2	212	2.585366	106	7040	605408
B	256	0x0400000000004001	1737489590.196737947	1737489596.142360842	5.945622895	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		69.173.146.5	us	"The Rubicon Project"	443	10.49.10.60	04	"Private network"	33848	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_12	-_DellInc,US	443	https	12	16	4125	776	0	1400	343.75	425.4286	0	5.539684	0.4954686	1.452248	2.018291	693.7877	-0.1428571	0.6833299	0x0a11	26604	45941	112	239	1	0x00	0x0044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3921617526	12	4125	0	12	777	0	1400	14600	47107.58	14600	58400	0	9	1	0	0x031b	0x0000	1	6	0x0000001e	1460	4	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	1.5152e-05	3.488e-06	5.436865	0.6917661	1.730925	0.735121	1.731537	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	82	1	211	211	211	12	4125
A	331	0x0400000000004000	1737489596.055286282	1737489596.510433342	0.455147060	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	33440	172.217.28.129	us	"Google LLC"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_13	DellInc,US_-	443	https	13	10	870	4767	0	673	66.92308	149.56	0	0.1896342	0.03501131	0.050246	28.5622	1911.47	0.1304348	-0.6913252	0x0a13	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1808332291	12	870	0	12	4767	0	673	64240	64079.21	62464	64256	3	2	4	0	0x011b	0x0000	1	5	0x0000011e	1460	128	0x0000	0x00	0	0x00	1545863325	0	0.004	6183453.593698	1731306143.3152976448	0.05262283	4.848e-06	0.1056117	0.04204257	0.0278369	0.05264721	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	81	1	10	210	2.592592	21	7069	609479
B	331	0x0400000000004001	1737489596.107909113	1737489596.510418094	0.402508981	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		172.217.28.129	us	"Google LLC"	443	10.49.10.60	04	"Private network"	33440	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_10	-_DellInc,US	443	https	10	13	4767	870	0	1412	476.7	538.8839	0	0.2420012	0.0402509	0.06483929	24.84417	11843.21	-0.1304348	0.6913252	0x0a11	1	15432	56	56	0	0x04	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3684178619	10	4767	0	10	871	0	1412	65535	260843.2	65535	269056	0	1	1	0	0x031b	0x0000	1	6	0x0000001e	1412	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	2.4376e-05	4.912e-06	0.1899467	0.02944834	0.06374626	0.07149091	0.06955917	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	81	9	209	209	23.22222	268	316084
A	332	0x0400000000004000	1737489596.056414075	1737489596.513662436	0.457248361	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	33446	172.217.28.129	us	"Google LLC"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_13	DellInc,US_-	443	https	13	10	870	4766	0	673	66.92308	149.56	0	0.1884731	0.03517295	0.05028256	28.43094	1902.686	0.1304348	-0.6912704	0x0a13	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1756036515	12	870	0	12	4766	0	673	64240	64079.21	62464	64256	3	2	4	0	0x011b	0x0000	1	5	0x0000011e	1460	128	0x0000	0x00	0	0x00	1545863326	0	0.004	6183453.597698	1731306143.4276769448	0.05222832	7.184e-06	0.1090478	0.04232305	0.02838707	0.05225311	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	81	1	8	208	2.567901	26	7069	609479
B	332	0x0400000000004001	1737489596.108642399	1737489596.513650326	0.405007927	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		172.217.28.129	us	"Google LLC"	443	10.49.10.60	04	"Private network"	33446	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_10	-_DellInc,US	443	https	10	13	4766	870	0	1412	476.6	538.7582	0	0.2408919	0.04050079	0.06458136	24.69087	11767.67	-0.1304348	0.6912704	0x0a11	1	39103	56	56	0	0x04	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3577423294	10	4766	0	10	871	0	1412	65535	260843.2	65535	269056	0	1	1	0	0x031b	0x0000	1	6	0x0000001e	1412	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	2.4784e-05	1.792e-06	0.1890058	0.02924427	0.06341104	0.07156732	0.06947508	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	81	7	207	207	29.57143	268	316084
A	316	0x0400000000004000	1737489594.240356302	1737489599.602474497	5.362118195	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	42692	108.139.134.104	us	"Amazoncom"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_9	DellInc,US_-	443	https	9	6	1073	371	0	985	119.2222	256.6001	0	5.264377	0.5957909	1.529006	1.678441	200.1075	0.2	0.4861496	0x0a13	1	1	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2127259158	8	1073	0	8	371	0	985	64240	64142.14	64128	64256	1	1	2	0	0x011b	0x0000	1	5	0x0000011e	1460	128	0x0000	0x00	0	0x00	269169923	0	0.004	1076679.743140	1736412915.3389961720	0.01242978	0.01193792	0.01383288	0.01279434	0.0005308566	0.01244514	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	81	1	4	206	2.54321	51.5	7133	637804
B	316	0x0400000000004001	1737489594.252786082	1737489599.602450198	5.349664116	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		108.139.134.104	us	"Amazoncom"	443	10.49.10.60	04	"Private network"	42692	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_6	-_DellInc,US	443	https	6	9	371	1073	0	225	61.83333	75.98537	0	5.321441	0.8916107	1.808477	1.121566	69.35014	-0.2	-0.4861496	0x0a11	1	59613	246	246	0	0x04	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2352883535	6	371	0	6	1074	0	225	65535	68091.52	65535	68608	0	1	1	0	0x031b	0x0000	1	6	0x0000001e	1440	512	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	1.536e-05	2.784e-06	5.309503	1.185093	2.051211	1.197888	2.051211	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	81	3	205	205	68.33334	2914	4189195
A	379	0x0400000000004000	1737489603.930702106	1737489609.662502900	5.731800794	1	3	eth:ipv4:tcp	d0:94:66:cc:4d:20	64:7c:e8:c9:02:17	0x0800		10.49.10.60	04	"Private network"	49842	95.101.93.110	fr	"Akamai Technologies"	443	6	0x00	1	d0:94:66:cc:4d:20_64:7c:e8:c9:02:17_10	DellInc,US_-	443	https	10	8	1381	581	0	1277	138.1	318.8916	0	5.549675	0.5731801	1.537192	1.744653	240.9365	0.1111111	0.4077472	0x0a13	0	1	64	64	0	0x04	0x0844	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3116792099	7	1381	0	7	557	0	1277	64240	31432.62	0	64256	2	1	3	0	0x011f	0x0000	1	5	0x0000011e	1460	128	0x0000	0x00	0	0x00	1513694106	0	0.004	6054776.711586	1731434827.2277584064	0.03428986	1.4208e-05	0.03598458	0.03048984	0.0107828	0.03431616	0	0x52	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	81	1	4	207	2.555556	51.75	7213	643120
B	379	0x0400000000004001	1737489603.964991933	1737489609.662479918	5.697487985	1	3	eth:ipv4:tcp	64:7c:e8:c9:02:17	d0:94:66:cc:4d:20	0x0800		95.101.93.110	fr	"Akamai Technologies"	443	10.49.10.60	04	"Private network"	49842	6	0x00	1	64:7c:e8:c9:02:17_d0:94:66:cc:4d:20_8	-_DellInc,US	443	https	8	10	581	1381	0	287	72.625	103.1777	0	5.62439	0.712186	1.696484	1.404128	101.9748	-0.1111111	-0.4077472	0x0211	1	49003	52	52	0	0x04	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2156201736	8	581	0	8	1381	0	287	64240	64137.22	64128	64240	1	0	0	0	0x031b	0x0000	1	6	0x0000001e	1460	128	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	2.6304e-05	1.3771e-05	5.589974	1.122233	2.079595	1.152723	2.079623	0x12	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	81	3	206	206	68.66666	27	3019
